Sales Rep Assigned,On-Off Premise,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Buyer Count   6/1/2026 - 8/31/2026
Dylan Rubino,On Premise,170267,Grace O'malleys,140 Newark Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170099,Columbia Park Liquors,3131 John F Kennedy Blvd,North Bergen,Hudson,1.00
Dylan Rubino,On Premise,179013,Dublin Yard,146 Front St,Secaucus,Hudson,1.00
Dylan Rubino,Off Premise,170080,J&R Liquors & Deli,217 Martin Luther King,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,178100,Broadway Wine & Liquor,7425 Broadway,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170102,L&T Liquors,116 Ocean Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170106,Paulino Liquors,643 Newark Ave,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,171412,Left Bank Burger Bar (A),194 Newark Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171320,Figi Wine & Liq (P),2909 Bergenline Ave,Union City,Hudson,1.00
Dylan Rubino,Off Premise,170075,New Junction Liquors,489 Communipaw Avenue,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,171340,PF Changs China Bistro (West NY),10 Port Imperial Blvd,West New York,Hudson,1.00
Dylan Rubino,Off Premise,170074,Webster Liquors,4 Webster Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170073,Kings Liquor,205 Sip Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,172051,WNY Liquors,6007 Bergenline Ave,West New York,Hudson,1.00
Dylan Rubino,Off Premise,170250,American Liquor,509 Westside Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170400,Yugs Liquors,113 Mallory Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170218,HD Liquors,6714 Park Ave,Guttenberg,Hudson,1.00
Dylan Rubino,Off Premise,170185,Pastore's Wine & Liquor,665 Montgomery Street,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170046,Palisade Wine & Liquor,401 Palisade Avenue,Jersey City,Sales,1.00
Dylan Rubino,Off Premise,178015,Noble Discount Liquors,4702 Park Ave,Weehawken,Hudson,1.00
Dylan Rubino,Off Premise,28006,J B Liquors_2,46 Ridge Road,North Arlington,Bergen,1.00
Dylan Rubino,Off Premise,170262,Blarney Pub,1135 Summit Ave,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,178104,Asian Grill & Sushi,7827 Bergenline Ave,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170069,Blvd Liquors (P),2844 Kennedy Blvd.,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171327,Bergenline Liquor (Z),3819 Bergenline Avenue,Union City,Hudson,1.00
Dylan Rubino,Off Premise,179014,Krauszers (Secaucus),40 Meadowlands Pkwy,Secaucus,Hudson,1.00
Dylan Rubino,Off Premise,170187,325 Bergen Liquor,325 Bergen Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170072,Jersey Farm & Liquors,2983 Kennedy Blvd,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170146,Jenny's Liq,6108 Palisades Ave,West New York,Hudson,1.00
Dylan Rubino,Off Premise,178003,Park Ave Wine & Liq Gros.,4204 Park Ave,Weehawken,Hudson,1.00
Dylan Rubino,Off Premise,170127,Fragoso Liquors,2613 Bergenline Ave,Union City,Hudson,1.00
Dylan Rubino,Off Premise,178101,Sals Deli,4510 Bergen Turnpike,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170251,Peckmans Pharmacy,227 Ocean Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170286,West Side Liquors (358 Jersey City),358 West Side Ave.,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171323,Union Liquors,710 Summit Ave,Union City,Hudson,1.00
Dylan Rubino,On Premise,170291,IKOS Greek Mediterranean,190 Steuben St,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170169,Buy Rite North Bergen,5665 John F. Kennedy Blvd,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170027,Discount Liquors West New York,5109 Bergenline Avenue,West New York,Hudson,1.00
Dylan Rubino,Off Premise,178002,Boulevard W & L (P),9236 Kennedy Blvd,North Bergen,Hudson,1.00
Dylan Rubino,On Premise,170266,San Patricios Jersey City,8 Erie St A,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,170138,Light Horse Tavern (A),199 Washington Street,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170230,Aivan Liq (P),112 Tonnelle Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,17027,FOOD BAZAAR,1425 John F. Kennedy Blvd,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,171405,Waterfront Wine & Liq(P),81 Montgomery Street,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170224,Bond Drugs,371 Central Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171337,J & L Liquors (P),6404 Bergenline Ave,West New York,Hudson,1.00
Dylan Rubino,Off Premise,170013,Universal Liquors (A),2117 Bergenline Avenue,Union City,Hudson,1.00
Dylan Rubino,Off Premise,170086,Bottles Jersey City,564 West Side Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170107,Central Wine And Liquors,601 Central Avenue,Union City,Hudson,1.00
Dylan Rubino,Off Premise,170077,Moon Liquors (P),6906 Bergenline Ave,Guttenberg,Hudson,1.00
Dylan Rubino,Off Premise,173062,Liberty Liquors,255 Monmouth Street,Jersey City,Sales,1.00
Dylan Rubino,Off Premise,178000,Wine Spot,2321 Kennedy Blvd,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170031,City Liquors,321 Stadium Plaza,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171347,Fuerte Liquors,518 32nd St,Union City,Hudson,1.00
Dylan Rubino,Off Premise,170163,Buy Rite Union City,3196a Kennedy Blvd,Union City,Hudson,1.00
Dylan Rubino,On Premise,170157,Dorrian's Restaurant,555 Washington Blvd,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,178020,STOP & GO LIQUORS,8101 Tonnelle Ave,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170195,Pena Liquor (P),960 Summit Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171349,Payano Liquors,1411 Summit Ave,Union City,Hudson,1.00
Dylan Rubino,Off Premise,178014,Best Liquors (P),4100 Park Ave(Store 12),Weehawken,Hudson,1.00
Dylan Rubino,On Premise,170192,Greene Hook Resturant,70 Greene St,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170188,Market Liquors,68 Bergen Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170233,Five Star Liquors,238 New York Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,172049,Z & M Liquors,1165 Summit Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170168,Discount Wine & Spirits,5000 Park Ave,Weehawken,Hudson,1.00
Dylan Rubino,Off Premise,170190,Belmont Wine & Liquors,157 Monticello Avenue,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170040,Los Padrinos,5915 Park Ave,West New York,Hudson,1.00
Dylan Rubino,Off Premise,170252,Baldwin W & L,51 St Pauls Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,171321,Kikos Liquor (P),153 48th St,Union City,Hudson,1.00
Dylan Rubino,Off Premise,170057,New Town Liquors (P),478 Westside Avenue,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,170916,Courtyard Secaucus Meadowlands,455 Harmon Meadow Blvd.,Secaucus,Hudson,1.00
Dylan Rubino,Off Premise,170092,Willies Liq (P),501 Central Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170063,Boulevard Mart & Liq (A),2708 John F. Kennedy Blvd,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,170254,Park Tavern,575 West Side Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170222,E & E Wine & Liq (P),114 Old Bergen Road,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170310,Buy & Savings Ii (P),32 Coles St,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170023,Corks & Bottles (P),6910 John F. Kennedy Blvd,Guttenberg,Hudson,1.00
Dylan Rubino,Off Premise,178021,Five Corner Liquor Store,121 Maple St,Weehawken,Hudson,1.00
Dylan Rubino,Off Premise,170312,J B Liquors,368 Summit Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170119,Hudson Wine & Liq (P),5600 Hudson Avenue,West New York,Hudson,1.00
Dylan Rubino,Off Premise,170097,Discount Liquor,555 Tonnelle Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170299,E-Z Market & Liq (P),185 Mallory Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170121,Lee's Liquor & Grocery Store,45 Congress Street,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170203,Town Beverage,7804 Bergenline Ave,North Bergen,Hudson,1.00
Dylan Rubino,Off Premise,170183,Mlk Liquor (455 Jersey City),455 Martin Luther King Dr,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170043,Communipaw Liqs (P),743 Communipaw Avenue,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,170367,Punjab Meet House,25 Christopher Columbus Dr,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170015,Twin City Liquors (A),2 Garfield Ave,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170189,Ocean One Stop Liquor,641 Ocean Avenue,Jersey City,Hudson,1.00
Dylan Rubino,On Premise,170293,Dagda,123 Newark Ave.,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170033,Fulton Liquors (P),165 Martin Luther King,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170047,Crescent Wines & Liq (P),381 Ocean Avenue A,Jersey City,Hudson,1.00
Dylan Rubino,Off Premise,170029,Hollywood Liqs (P),6006 Park Ave,West New York,Hudson,1.00
Hakan Sadik,Off Premise,150667,Jason Liquors,762-764 Chancellor Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150217,Galaxy Liquor,410 Central Ave,Orange,Essex,1.00
Hakan Sadik,Off Premise,150089,Buy Rite Wine & Liquor,400 Valley St,South Orange,Essex,1.00
Hakan Sadik,Off Premise,150617,Irvington 876,876 Springfield Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,152002,Home Wine & Liquor (224 Newark),224 Elizabeth Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150182,Liquor Cave,309 Irvington Ave,South Orange,Essex,1.00
Hakan Sadik,Off Premise,150615,Home Liquors(1277 Irvington),1277 Springfield Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150149,Homer Liquors,1079 Broad St.,Newark,Essex,1.00
Hakan Sadik,Off Premise,150614,International Liquor,1070 Springfield Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150671,Al - Liquors,1117 Grove St,Irvington,Essex,1.00
Hakan Sadik,Off Premise,152005,Quality Liquors #2,41 Evergreen Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152011,Royal Liquor Ii,717-719 Frelinghuysen Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150214,Three Corners Liquor/Bar,321-322 North Day St,Orange,Essex,1.00
Hakan Sadik,Off Premise,150668,Chancellor Irvington,580 Chancellor Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150145,Wine 2 Spirits,696-704 Mt.Prospect Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152035,City Line Super Liquor,955 Frelinghuysen Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150044,South Orange Fine Wine & Spirits,1153 South Orange Ave,Newark,Essex,1.00
Hakan Sadik,On Premise,170070,Levy @ Sports Illustrated Stadium,600 Cape May St,Harrison,Hudson,1.00
Hakan Sadik,On Premise,150655,Lufthansa Business Lounge,3 Brewster Rd Terminal B,Newark,Essex,1.00
Hakan Sadik,On Premise,150092,Shillelagh Club,648 Prospect Ave,West Orange,Essex,1.00
Hakan Sadik,Off Premise,150640,Firehouse Liquors,273 Park Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150113,Express Two Liquors,53 South Jefferson St.,Orange,Essex,1.00
Hakan Sadik,Off Premise,150665,Madison Liquor Superette,378 Stuyvesant Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150230,King's W & L,230 Springdale Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150618,Home Liquors(641 Newark),641 Springfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150170,Express Liquors,828 N 6th St,Newark,Essex,1.00
Hakan Sadik,Off Premise,150221,Jonathan's Liquor Store,263 Central Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150191,Home Wines & Liquors (927 Newark),927-929 Franklin Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150186,Buy And Savings Liquor,133 Roseville Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150648,Brick City Liquors,102-106 Avon Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152012,Oasis Liquors & Bar,284 Lyons Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150055,Bottle King Livingston,343 W.Mount Pleasant Ave,Livingston,Essex,1.00
Hakan Sadik,Off Premise,152029,Skyline Liquors Iii,513 Hawthorne Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150225,Park Ave Wine & Liquors,412 Park Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150011,Kingdom Liquors (A),508 N 11th Street,Newark,Essex,1.00
Hakan Sadik,Off Premise,150646,Tonys Liquors #2,401 Clinton Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150134,Bell Liquor,2 Bloomfield Ave,Belleville,Essex,1.00
Hakan Sadik,Off Premise,150616,JRC Liquor,728 Springfield Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150638,New Silver Key Liq Ii,263 Springfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152010,Royal Wine Iv,1073 Bergen St,Newark,Essex,1.00
Hakan Sadik,On Premise,150185,Redds Biergarten,216-220 Market St,Newark,Essex,1.00
Hakan Sadik,Off Premise,150063,Victory Wine & Liquor,457 Central Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150164,Best Quality Liquor,138 South Essex Ave,Orange,Essex,1.00
Hakan Sadik,Off Premise,150068,Rajashree Wine & Liq,751 Lyons Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150184,Newark Discount Wine and Spirits,355 Bloomfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150147,Irvington Liquors,1394 Springfield Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150226,Silver Wine & Liquor,51 Central Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,152015,954 Liquors,954 18th Ave,Newark,Essex,1.00
Hakan Sadik,On Premise,150165,Marriott @Newark Liberty,1 Hotel Rd,Newark,Essex,1.00
Hakan Sadik,Off Premise,150135,Home Liquors(520 East Orange),520 Main St,East Orange,Essex,1.00
Hakan Sadik,Off Premise,152006,Skyline Liquors #2,778 Bergen St,Newark,Essex,1.00
Hakan Sadik,Off Premise,152018,Kimka Liquors,918-920 18th Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150216,Brandy's Lounge And Liquors,155-157 Main St,Orange,Essex,1.00
Hakan Sadik,Off Premise,150132,Boot Leggers W/L,528 Central Ave,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150633,Wine Warehouse (Newark),75 1st Street,Newark,Essex,1.00
Hakan Sadik,Off Premise,150672,Muellers Star Liquors,1050 Clinton Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150062,United Liquor,362 Washington St.,Newark,Essex,1.00
Hakan Sadik,Off Premise,150212,Home Wines & Liquors (Orange),209 Main St,Orange,Essex,1.00
Hakan Sadik,Off Premise,152031,Edwin Liquors,207 South 11th St,Newark,Essex,1.00
Hakan Sadik,Off Premise,150644,Fox's Liquor,164 Irvine Turner Blvd,Newark,Essex,1.00
Hakan Sadik,On Premise,150024,Mcgovern's Tavern(A),58 New Street,Newark,Essex,1.00
Hakan Sadik,Off Premise,150211,Harmony Bar & Liquors,117 Central Ave,Orange,Essex,1.00
Hakan Sadik,Off Premise,150151,Maple Liquors,356 Main St,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150173,Bloomfield Buyrite,35 Lackawanna Pl,Bloomfield,Essex,1.00
Hakan Sadik,Off Premise,152000,Royal Liquors 3,634 18th Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152014,Haber Liquors,378 Chancellor Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150612,All Brothers Ii (Irvington),859 18th Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,152030,Austin Liquor,324a Mt.Prospect Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150673,Krauszer's Food & Wines,649 18th Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,152027,Roseville Liquors & Wines,335 Roseville Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152007,All Brothers Liquors #3 (Newark),373 West Market St,Newark,Essex,1.00
Hakan Sadik,Off Premise,150163,Colony Liquors,322 Central Ave,Orange,Essex,1.00
Hakan Sadik,Off Premise,152009,Family Liquors,1112 Broad St,Newark,Essex,1.00
Hakan Sadik,Off Premise,152013,C & D Liquors,152 Bloomfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150602,Extra Wine & Liquor,278 Orange St,Newark,Essex,1.00
Hakan Sadik,Off Premise,150649,Ralph Liquors,65-67 Elizabeth Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150066,New Home Liquor,458-64 Rosevile Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150169,Pueblo Liquor,880 Mt. Prospect Ave #2,Newark,Essex,1.00
Hakan Sadik,Off Premise,150402,Coolvines Newark,625 Broad St. Ste 110,Newark,Essex,1.00
Hakan Sadik,Off Premise,152019,New Silver Key Iii,343 Avon Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150623,Village Wine Shop,163 Maplewood Avenue,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,152048,D & S Liquors,618 15th ave.,Newark,Essex,1.00
Hakan Sadik,Off Premise,150220,New JD Liquors,506 Prospect St,East Orange,Essex,1.00
Hakan Sadik,On Premise,150148,St.James Gate Public House,167 Maplewood Ave,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,150607,Angel Liquors,634 Dr. Mlk Jr. Blvd,Newark,Essex,1.00
Hakan Sadik,Off Premise,150223,New Gold Rose Liquors,392 Williams St,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150624,Wine Barrel (P),1886 Springfield Ave,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,150603,Quality Liquors,267 South Orange Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152001,Manny's Liquors,203 16th Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150654,Joe Canals,1830-1840 Springfield Ave,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,150647,Home Town Clinton,516 Clinton Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150218,Lyons Discount,13-29 CORDIER ST,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150064,New Silver Key Liquor,250 Broadway,Newark,Essex,1.00
Hakan Sadik,Off Premise,150076,Rapp Beer & Soda (A),1000 Clinton Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150067,T&T Liquors (A),759 Broadway,Newark,Essex,1.00
Hakan Sadik,Off Premise,150154,Toast Of The Town,283 Scotland Rd,Orange,Essex,1.00
Hakan Sadik,Off Premise,150156,Ivy Plaza Liquors,521 Irvington Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150645,Best Brother Liquor,344-350 Clinton Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152025,New Owl Liquors,400 Springfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,152008,Chancellor Newark,423 Chancellor Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150166,Liquor Zone,58 Broadway,Newark,Essex,1.00
Hakan Sadik,Off Premise,150183,Home Liquors(773 Newark),773 South Orange Ave,Newark,Essex,1.00
Hakan Sadik,On Premise,150231,Village Hall,101 South Orange Ave,South Orange,Essex,1.00
Hakan Sadik,Off Premise,150639,Azcona Liquors,818-820 South Orange Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150222,Tremont Liquors,272 Sanford St,East Orange,Essex,1.00
Hakan Sadik,Off Premise,152032,Avenue Liquors,208 Bloomfield Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150669,A-1 Payless Liquors,1045 Stuyvesant Ave,Irvington,Essex,1.00
Hakan Sadik,Off Premise,150210,Scotland Arms Liquors,711-713 Scotland Rd,Orange,Essex,1.00
Hakan Sadik,Off Premise,150172,Maple Check,1942 Springfield Ave,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,152003,Hawthorne Quality Liquors,340 Hawthorne Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150224,East Orange Liquor,160 North Grove St,East Orange,Essex,1.00
Hakan Sadik,Off Premise,150065,Vailsburg Wine/Liq (A),986 So.Orange Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150620,Maplewood Wine & Liquor,3 Highland Pl,Maplewood,Essex,1.00
Hakan Sadik,Off Premise,152017,Pennsylvania Liquors,61 Pennsylvania Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150177,Tonys Liquor Store,572 Broadway,Newark,Essex,1.00
Hakan Sadik,Off Premise,150637,Mayfair Wine & Liquors,1014 South Orange Ave,Newark,Essex,1.00
Hakan Sadik,Off Premise,150136,Double Dee Liquors,354 Main St,Orange,Essex,1.00
Jaime Colonna,On Premise,178011,The Highwood,500 Ave @ Port Imperial,Weehawken,Hudson,1.00
Jaime Colonna,Off Premise,173058,Ottomanelli's Liquor Store,422 Monroe St,Hoboken,Hudson,1.00
Jaime Colonna,On Premise,173072,Rasoi Restaurant,810 Newark Ave,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,171011,Belo Bar,104 Hudson St,Hoboken,Hudson,1.00
Jaime Colonna,On Premise,170223,Ohara's Downtown,172 First St,Jersey City,Hudson,1.00
Jaime Colonna,Off Premise,173031,Sparrow's Wine & Liq(P) (1224 Hoboken),1224 Shipyard Lane,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,170020,Hoboken Beer & Soda,599 Newark St,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,170018,ShopRite Wines & Spirits of Hoboken,900 Madison St,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,170300,Ray's Liquors,266 Martin Luther King Dr,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,170235,Lucky 7 Tavern,322 2nd St.,Jersey City,Hudson,1.00
Jaime Colonna,Off Premise,170137,Giannone Wine & Liq(#2),305 River St,Hoboken,Hudson,1.00
Jaime Colonna,On Premise,170153,Molos Rest,1 Pershing Rd,Weehawken,Hudson,1.00
Jaime Colonna,On Premise,173078,Cheese+Wine,720 Monroe St C102,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,173032,Sparrows Wine & Liq (P) (126 Hoboken),126 Washington St,Hoboken,Hudson,1.00
Jaime Colonna,On Premise,173043,The Shannon,106 1st Street,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,170050,Acme Markets (Hoboken),614 Clinton St,Hoboken,Sales,1.00
Jaime Colonna,Off Premise,17029,Wine Dad's - Summit Ave Jersey City,425 Summit Ave,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,173068,The Hutten Tavern,225 Hutten St,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,170231,Hyatt Regency,2 Exchange Place,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,178107,Empyrean Bistro & Bar,800 Jackson Street,Hoboken,Hudson,1.00
Jaime Colonna,On Premise,170154,White Star Harbor Bar(P),179 Warren St.,Jersey City,Hudson,1.00
Jaime Colonna,Off Premise,170429,Village W & L (P),348 Grove St,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,170059,Mulligan's (P),159 1st St,Hoboken,Hudson,1.00
Jaime Colonna,Off Premise,170179,Shop Rite/Metro Plaza,400 Luis Marin Blvd,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,170221,Hudson Hall(A),364 Marin Blvd,Jersey City,Hudson,1.00
Jaime Colonna,On Premise,170280,Stingray Lounge,1210 Washington St,Hoboken,Hudson,1.00
