Supplier,Brand Family,Segment,Sub-Segments,Package,Cases   1/1/2025 - 7/31/2025,Cases   1/1/2026 - 7/31/2026,Cases Unit Difference,Cases Percentage Difference,$Vol   1/1/2025 - 7/31/2025,$Vol   1/1/2026 - 7/31/2026,$Vol Unit Difference,$Vol Percentage Difference
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,1/12/24oz Can,461.00,281.00,-180.00,-39.0%,"$7,712.20","$4,883.05","($2,829.15)",-36.7%
MolsonCoors Beverage Company,Miller Extra Light,Beer,Beer - Super Premium,30/12oz Can,3412.00,3079.00,-333.00,-9.8%,"$88,773.50","$82,373.50","($6,400.00)",-7.2%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,2/12/12oz Can,6318.00,6164.00,-154.00,-2.4%,"$195,042.15","$191,470.61","($3,571.54)",-1.8%
MolsonCoors Beverage Company,Aguila,Beer,Beer - Import,4/6/12oz NR,1204.00,1822.00,618.00,51.3%,"$31,296.20","$47,254.80","$15,958.60",51.0%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,1/12/24oz Can,817.00,617.00,-200.00,-24.5%,"$12,505.70","$9,422.60","($3,083.10)",-24.7%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,1/24/12oz Can,7685.00,6974.00,-711.00,-9.3%,"$170,638.56","$151,750.75","($18,887.81)",-11.1%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,30/12oz Can,6890.00,5302.00,-1588.00,-23.0%,"$151,755.00","$120,845.00","($30,910.00)",-20.4%
MolsonCoors Beverage Company,Steel Reserve,Beer,Beer - Economy,4/6/16oz Can,949.00,790.00,-159.00,-16.8%,"$17,991.15","$14,976.20","($3,014.95)",-16.8%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,4/6/12oz Can,4020.00,3583.00,-437.00,-10.9%,"$136,566.00","$121,134.00","($15,432.00)",-11.3%
MolsonCoors Beverage Company,Molson,Beer,Beer - Import,2/12/11.5oz NR,581.00,509.00,-72.00,-12.4%,"$13,956.00","$12,235.50","($1,720.50)",-12.3%
MolsonCoors Beverage Company,Pilsner Urquell,Beer,Beer - Import,4/6/12oz NR,2066.00,2174.00,108.00,5.2%,"$67,985.02","$71,431.49","$3,446.47",5.1%
MolsonCoors Beverage Company,Simply Spiked,FMB,FMB,2/12/12oz Can,1936.00,1019.00,-917.00,-47.4%,"$58,573.69","$30,872.69","($27,701.00)",-47.3%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,6/4/16oz Can,73.00,426.00,353.00,483.6%,"$2,267.00","$13,206.00","$10,939.00",482.5%
MolsonCoors Beverage Company,Monaco,RTD,RTD,1/12/12oz Can,,39.00,39.00,0.0%,,"$1,825.20","$1,825.20",0.0%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,2/12/11.2oz NR,13275.00,14421.00,1146.00,8.6%,"$415,515.70","$440,468.20","$24,952.50",6.0%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,4/6/11.2oz NR,10134.00,10561.00,427.00,4.2%,"$334,447.90","$349,089.10","$14,641.20",4.4%
MolsonCoors Beverage Company,Molson,Beer,Beer - Import,1/12/24oz Can,474.00,382.00,-92.00,-19.4%,"$10,483.70","$8,446.35","($2,037.35)",-19.4%
MolsonCoors Beverage Company,Topo Chico,FMB,FMB,2/12/12oz Can,1341.00,586.00,-755.00,-56.3%,"$41,747.00","$18,399.00","($23,348.00)",-55.9%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,18/12oz NR,2973.00,2151.00,-822.00,-27.6%,"$52,305.30","$37,891.60","($14,413.70)",-27.6%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,24/12oz NR,4303.00,3733.00,-570.00,-13.2%,"$131,523.20","$116,102.90","($15,420.30)",-11.7%
MolsonCoors Beverage Company,Cusquena,Beer,Beer - Import,4/6/12oz NR,3881.00,3182.00,-699.00,-18.0%,"$100,461.80","$82,600.73","($17,861.07)",-17.8%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,6/4/16oz Can,1806.00,1174.00,-632.00,-35.0%,"$50,592.00","$32,904.00","($17,688.00)",-35.0%
MolsonCoors Beverage Company,Simply Spiked,FMB,FMB,2/12/7.5oz Can,,173.00,173.00,0.0%,,"$3,805.64","$3,805.64",0.0%
MolsonCoors Beverage Company,Grolsch,Beer,Beer - Import,4/6/11.2oz NR,2225.00,1895.00,-330.00,-14.8%,"$72,790.50","$62,076.05","($10,714.45)",-14.7%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,18/12oz Can,25421.00,23038.00,-2383.00,-9.4%,"$447,002.25","$405,700.90","($41,301.35)",-9.2%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,2/12/12oz Can,32392.00,30881.00,-1511.00,-4.7%,"$797,895.89","$760,672.29","($37,223.60)",-4.7%
MolsonCoors Beverage Company,Old English,Beer,Beer - Economy,4/6/16oz Can,415.00,361.00,-54.00,-13.0%,"$7,752.60","$6,723.15","($1,029.45)",-13.3%
MolsonCoors Beverage Company,Simply Spiked,FMB,FMB,1/12/24oz Can,807.00,210.00,-597.00,-74.0%,"$22,351.20","$5,845.00","($16,506.20)",-73.8%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,2/12/12oz Can,7089.00,7880.00,791.00,11.2%,"$219,619.15","$248,172.19","$28,553.04",13.0%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,4/6/7oz NR,1383.00,1929.00,546.00,39.5%,"$20,588.55","$28,706.85","$8,118.30",39.4%
MolsonCoors Beverage Company,Monaco,RTD,RTD,6/4/12oz Can,,158.00,158.00,0.0%,,"$6,974.80","$6,974.80",0.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,30/12oz Can,77281.00,67413.00,-9868.00,-12.8%,"$2,005,773.87","$1,794,740.76","($211,033.11)",-10.5%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,18/16oz Btl,6071.00,6602.00,531.00,8.7%,"$152,993.00","$168,312.60","$15,319.60",10.0%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,18/12oz Can,2007.00,2108.00,101.00,5.0%,"$35,340.75","$37,170.73","$1,829.98",5.2%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,15.5 Gal Keg,3058.00,2981.00,-77.00,-2.5%,"$622,937.28","$606,906.42","($16,030.86)",-2.6%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,2/15/12oz Can,1503.00,0.00,-1503.00,-100.0%,"$47,567.50",$0.00,"($47,567.50)",-100.0%
MolsonCoors Beverage Company,Coors Edge,Beer,Beer - Non-Alc,4/6/12oz NR,1366.00,1553.00,187.00,13.7%,"$30,152.23","$34,094.90","$3,942.67",13.1%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,4/6/12oz Can,1061.00,1108.00,47.00,4.4%,"$28,913.70","$30,635.50","$1,721.80",6.0%
MolsonCoors Beverage Company,Sol,Beer,Beer - Import,2/12/12oz NR,261.00,265.00,4.00,1.5%,"$7,643.50","$7,672.50",$29.00,0.4%
MolsonCoors Beverage Company,Pilsner Urquell,Beer,Beer - Import,50 Liter Keg (13.2 Gal),59.00,50.00,-9.00,-15.3%,"$11,323.00","$9,559.00","($1,764.00)",-15.6%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc - Soda,3/8/150ML,254.00,1586.00,1332.00,524.4%,"$5,092.00","$31,893.80","$26,801.80",526.4%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,24/16oz Btl,8101.00,6680.00,-1421.00,-17.5%,"$183,022.50","$151,481.20","($31,541.30)",-17.2%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,4/6/12oz NR,5018.00,5305.00,287.00,5.7%,"$135,691.92","$146,804.06","$11,112.14",8.2%
MolsonCoors Beverage Company,Old English,Beer,Beer - Economy,1/12/24oz Can,1339.00,1409.00,70.00,5.2%,"$21,194.40","$22,334.80","$1,140.40",5.4%
MolsonCoors Beverage Company,Redd's,FMB,FMB,2/12/12oz NR,180.00,107.00,-73.00,-40.6%,"$5,326.00","$3,144.10","($2,181.90)",-41.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,4/6/16oz Can,11831.00,9633.00,-2198.00,-18.6%,"$322,424.80","$262,328.40","($60,096.40)",-18.6%
MolsonCoors Beverage Company,George Killian's,Beer,Beer - Premium,2/12/12oz NR,388.00,408.00,20.00,5.2%,"$11,454.00","$12,076.00",$622.00,5.4%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,1/24/12oz Can,980.00,1541.00,561.00,57.2%,"$25,326.25","$39,678.25","$14,352.00",56.7%
MolsonCoors Beverage Company,Pilsner Urquell,Beer,Beer - Import,6/4/16.9oz Can,894.00,886.00,-8.00,-0.9%,"$32,819.30","$32,455.70",($363.60),-1.1%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,24/12oz NR,48207.00,45702.00,-2505.00,-5.2%,"$1,099,734.40","$1,049,092.60","($50,641.80)",-4.6%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,1/12/24oz Can,14661.00,15335.00,674.00,4.6%,"$245,593.20","$265,963.75","$20,370.55",8.3%
MolsonCoors Beverage Company,Monaco,RTD,RTD,4/6/12oz Can,,40.00,40.00,0.0%,,"$1,770.00","$1,770.00",0.0%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,4/6/12oz Can,-3.00,0.00,3.00,-100.0%,($104.40),$0.00,$104.40,-100.0%
MolsonCoors Beverage Company,Steel Reserve,Beer,Beer - Economy,12/40oz NR,1382.00,986.00,-396.00,-28.7%,"$32,871.30","$23,556.90","($9,314.40)",-28.3%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,2/12/12oz Can,29981.00,28327.00,-1654.00,-5.5%,"$738,664.36","$697,937.02","($40,727.34)",-5.5%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,4/6/11.2oz Can,2149.00,1665.00,-484.00,-22.5%,"$70,248.90","$54,495.75","($15,753.15)",-22.4%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,36/12oz Can,4384.00,11976.00,7592.00,173.2%,"$118,754.30","$341,408.30","$222,654.00",187.5%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,30/12oz Can,14001.00,13963.00,-38.00,-0.3%,"$360,184.90","$373,682.60","$13,497.70",3.7%
MolsonCoors Beverage Company,Tyskie Gronie,Beer,Beer - Import,20/16.9oz NR,1798.00,1759.00,-39.00,-2.2%,"$42,949.15","$42,047.95",($901.20),-2.1%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),329.00,256.00,-73.00,-22.2%,"$39,275.74","$30,471.48","($8,804.26)",-22.4%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,4/6/12oz NR,6527.00,6909.00,382.00,5.9%,"$136,377.00","$144,231.90","$7,854.90",5.8%
MolsonCoors Beverage Company,Topo Chico,Seltzer,FMB,1/12/24oz Can,,10.00,10.00,0.0%,,$271.00,$271.00,0.0%
MolsonCoors Beverage Company,Milwaukee's Best Ice,Beer,Beer - Economy,1/12/24oz Can,2967.00,2819.00,-148.00,-5.0%,"$34,748.50","$33,019.30","($1,729.20)",-5.0%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,4/6/7oz NR,1401.00,1623.00,222.00,15.8%,"$17,226.20","$21,264.30","$4,038.10",23.4%
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,30/12oz Can,1301.00,1235.00,-66.00,-5.1%,"$33,874.50","$33,077.00",($797.50),-2.4%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc – Mixer,6/4/200 ML,463.00,1358.00,895.00,193.3%,"$11,239.00","$32,993.00","$21,754.00",193.6%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc – Mixer,8/500ML,33.00,113.00,80.00,242.4%,$637.30,"$2,123.10","$1,485.80",233.1%
MolsonCoors Beverage Company,Milwaukee's Best Ice,Beer,Beer - Economy,30/12oz Can,649.00,572.00,-77.00,-11.9%,"$12,980.00","$11,829.00","($1,151.00)",-8.9%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,1/12/24oz Can,25169.00,28934.00,3765.00,15.0%,"$423,948.15","$501,221.35","$77,273.20",18.2%
MolsonCoors Beverage Company,Coors 0.0,Beer,Beer - Non-Alc,2/12/12oz Can,,150.00,150.00,0.0%,,"$3,709.80","$3,709.80",0.0%
MolsonCoors Beverage Company,Molson,Beer,Beer - Import,2/12/12oz NR,2706.00,2334.00,-372.00,-13.7%,"$65,013.50","$56,110.50","($8,903.00)",-13.7%
MolsonCoors Beverage Company,Fosters,Beer,Beer - Import,12/25.4oz Can,12023.00,11174.00,-849.00,-7.1%,"$284,085.25","$264,170.35","($19,914.90)",-7.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,18/12oz NR,3064.00,2491.00,-573.00,-18.7%,"$54,003.84","$43,851.38","($10,152.46)",-18.8%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,2/12/12oz NR,9042.00,8316.00,-726.00,-8.0%,"$171,304.79","$162,434.60","($8,870.19)",-5.2%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc – Mixer,3/8/150ML,218.00,916.00,698.00,320.2%,"$4,366.00","$18,346.00","$13,980.00",320.2%
MolsonCoors Beverage Company,Grolsch,Beer,Beer - Import,2/12/11.2oz NR,1513.00,1049.00,-464.00,-30.7%,"$47,456.75","$33,012.40","($14,444.35)",-30.4%
MolsonCoors Beverage Company,Redd's Wicked,FMB,FMB,1/12/24oz Can,1415.00,1267.00,-148.00,-10.5%,"$31,894.90","$28,532.10","($3,362.80)",-10.5%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),1327.00,1187.00,-140.00,-10.6%,"$157,809.11","$140,548.37","($17,260.74)",-10.9%
MolsonCoors Beverage Company,Fosters,Beer,Beer - Import,15.5 Gal Keg,95.00,63.00,-32.00,-33.7%,"$15,689.00","$10,653.00","($5,036.00)",-32.1%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,4/6/8oz Can,164.00,0.00,-164.00,-100.0%,"$2,601.20",$0.00,"($2,601.20)",-100.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,1/4 BBL Keg (7.75 Gal),637.00,570.00,-67.00,-10.5%,"$57,007.00","$53,666.00","($3,341.00)",-5.9%
MolsonCoors Beverage Company,Milwaukee's Best Light,Beer,Beer - Economy,30/12oz Can,330.00,321.00,-9.00,-2.7%,"$6,605.00","$6,638.00",$33.00,0.5%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,4/6/12oz NR,12537.00,11321.00,-1216.00,-9.7%,"$341,545.52","$315,615.71","($25,929.81)",-7.6%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,18/16oz Can,1003.00,957.00,-46.00,-4.6%,"$19,811.50","$18,904.50",($907.00),-4.6%
MolsonCoors Beverage Company,Steel Reserve,Beer,Beer - Economy,1/12/24oz Can,3963.00,3648.00,-315.00,-7.9%,"$63,300.50","$58,233.20","($5,067.30)",-8.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,12/40oz NR,847.00,649.00,-198.00,-23.4%,"$26,227.40","$20,533.65","($5,693.75)",-21.7%
MolsonCoors Beverage Company,Pilsner Urquell,Beer,Beer - Import,2/12/12oz NR,1826.00,1513.00,-313.00,-17.1%,"$57,261.00","$47,605.70","($9,655.30)",-16.9%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,1/12/24oz Can,,0.00,0.00,0.0%,,$0.00,$0.00,0.0%
MolsonCoors Beverage Company,Happy Thursday Spiked Refresher,FMB,FMB,1/12/24oz Can,1.00,,-1.00,-100.0%,$31.10,,($31.10),-100.0%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,2/12/11.2oz Can,1370.00,2473.00,1103.00,80.5%,"$42,956.45","$75,765.50","$32,809.05",76.4%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,2/12/12oz NR,10628.00,9877.00,-751.00,-7.1%,"$330,120.55","$320,521.61","($9,598.94)",-2.9%
MolsonCoors Beverage Company,Arnold Palmer,FMB,FMB,1/12/24oz Can,1322.00,913.00,-409.00,-30.9%,"$35,367.20","$25,104.60","($10,262.60)",-29.0%
MolsonCoors Beverage Company,Redd's,FMB,FMB,4/6/12oz NR,371.00,312.00,-59.00,-15.9%,"$11,559.80","$9,757.60","($1,802.20)",-15.6%
MolsonCoors Beverage Company,Cristal,Beer,Beer - Import,4/6/12oz NR,501.00,,-501.00,-100.0%,"$13,003.80",,"($13,003.80)",-100.0%
MolsonCoors Beverage Company,Tyskie Gronie,Beer,Beer - Import,6/4/16.9oz Can,5139.00,5273.00,134.00,2.6%,"$124,952.30","$128,216.40","$3,264.10",2.6%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,15.5 Gal Keg,3640.00,3351.00,-289.00,-7.9%,"$424,967.40","$411,701.14","($13,266.26)",-3.1%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Non-Alc,4/6/12oz Can,1595.00,1414.00,-181.00,-11.3%,"$54,379.00","$48,288.00","($6,091.00)",-11.2%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc - Soda,6/4/200 ML,781.00,3242.00,2461.00,315.1%,"$18,994.00","$78,925.50","$59,931.50",315.5%
MolsonCoors Beverage Company,Molson,Beer,Beer - Import,4/6/11.5oz NR,431.00,448.00,17.00,3.9%,"$11,308.30","$11,734.45",$426.15,3.8%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,15.5 Gal Keg,378.00,417.00,39.00,10.3%,"$36,478.00","$41,876.00","$5,398.00",14.8%
MolsonCoors Beverage Company,Arnold Palmer,FMB,FMB,4/6/12oz Can,1086.00,654.00,-432.00,-39.8%,"$33,640.10","$20,627.90","($13,012.20)",-38.7%
MolsonCoors Beverage Company,Keystone,Beer,Beer - Economy,30/12oz Can,1485.00,1400.00,-85.00,-5.7%,"$29,781.40","$28,030.20","($1,751.20)",-5.9%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,15/16oz Btl,6448.00,5538.00,-910.00,-14.1%,"$115,906.91","$109,751.14","($6,155.77)",-5.3%
MolsonCoors Beverage Company,Hamm's,Beer,Beer - Economy,30/12oz Can,993.00,1013.00,20.00,2.0%,"$15,888.00","$17,048.00","$1,160.00",7.3%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc - Soda,8/500ML,100.00,376.00,276.00,276.0%,"$2,090.16","$8,108.12","$6,017.96",287.9%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,24/12oz NR,-1.00,,1.00,-100.0%,($28.50),,$28.50,-100.0%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,15.5 Gal Keg,233.00,226.00,-7.00,-3.0%,"$48,658.28","$46,712.28","($1,946.00)",-4.0%
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,2/12/12oz Can,357.00,294.00,-63.00,-17.6%,"$8,803.90","$7,246.99","($1,556.91)",-17.7%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,24/12oz NR,35793.00,35875.00,82.00,0.2%,"$824,335.22","$829,824.24","$5,489.02",0.7%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,15.5 Gal Keg,362.00,527.00,165.00,45.6%,"$78,843.00","$114,185.00","$35,342.00",44.8%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Non-Alc,4/6/11.2oz NR,2396.00,2582.00,186.00,7.8%,"$77,879.50","$84,439.45","$6,559.95",8.4%
MolsonCoors Beverage Company,Vizzy,FMB,FMB,2/12/12oz Can,1115.00,443.00,-672.00,-60.3%,"$34,795.00","$13,830.00","($20,965.00)",-60.3%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,2/12/12oz Can,2296.00,2356.00,60.00,2.6%,"$43,707.90","$46,330.21","$2,622.31",6.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,36/12oz Can,12466.00,21001.00,8535.00,68.5%,"$337,813.80","$601,529.00","$263,715.20",78.1%
MolsonCoors Beverage Company,Redd's Wicked,FMB,FMB,2/12/7.5oz Can,,176.00,176.00,0.0%,,"$3,789.48","$3,789.48",0.0%
MolsonCoors Beverage Company,Keystone,Beer,Beer - Economy,2/15/12oz Can,,351.00,351.00,0.0%,,"$8,073.00","$8,073.00",0.0%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,15/16oz Btl,7970.00,6792.00,-1178.00,-14.8%,"$143,027.85","$134,462.50","($8,565.35)",-6.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,18/16oz Can,2696.00,3612.00,916.00,34.0%,"$52,041.80","$69,726.60","$17,684.80",34.0%
MolsonCoors Beverage Company,Miller Extra Light,Beer,Beer - Super Premium,2/12/12oz NR,972.00,812.00,-160.00,-16.5%,"$23,993.80","$20,040.31","($3,953.49)",-16.5%
MolsonCoors Beverage Company,Milwaukee's Best Ice,Beer,Beer - Economy,12/32oz Can,627.00,375.00,-252.00,-40.2%,"$10,279.80","$6,151.00","($4,128.80)",-40.2%
MolsonCoors Beverage Company,Tyskie Gronie,Beer,Beer - Import,4/6/11.2oz NR,1146.00,747.00,-399.00,-34.8%,"$28,073.80","$18,437.60","($9,636.20)",-34.3%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,24/12oz NR,832.00,819.00,-13.00,-1.6%,"$18,752.95","$18,658.15",($94.80),-0.5%
MolsonCoors Beverage Company,George Killian's,Beer,Beer - Premium,4/6/12oz NR,1007.00,823.00,-184.00,-18.3%,"$31,459.50","$25,670.50","($5,789.00)",-18.4%
MolsonCoors Beverage Company,Tyskie Gronie,Beer,Beer - Import,2/12/11.2oz NR,1146.00,1047.00,-99.00,-8.6%,"$28,227.20","$25,868.10","($2,359.10)",-8.4%
MolsonCoors Beverage Company,Happy Thursday Spiked Refresher,FMB,FMB,2/12/12oz Can,295.00,-6.00,-301.00,-102.0%,"$9,030.73",($196.90),"($9,227.63)",-102.2%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,1/24/12oz Can,6002.00,5576.00,-426.00,-7.1%,"$132,997.31","$119,528.36","($13,468.95)",-10.1%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,2/12/12oz NR,13211.00,12007.00,-1204.00,-9.1%,"$326,286.50","$296,612.46","($29,674.04)",-9.1%
Montauk Brewing Co,Montauk,Beer,Beer - Non-Alc,4/6/12oz Can,235.00,220.00,-15.00,-6.4%,"$8,561.50","$8,110.50",($451.00),-5.3%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,6/4/16oz Can,33.00,75.00,42.00,127.3%,"$2,145.00","$4,878.00","$2,733.00",127.4%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,4/6/12oz Can,9006.00,8173.00,-833.00,-9.2%,"$330,818.90","$300,998.70","($29,820.20)",-9.0%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,2/12/12oz Can,3864.00,3382.00,-482.00,-12.5%,"$132,861.60","$116,566.80","($16,294.80)",-12.3%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),44.00,67.00,23.00,52.3%,"$4,714.00","$7,223.00","$2,509.00",53.2%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,5.2 Gal Keg,426.00,593.00,167.00,39.2%,"$45,766.00","$64,158.00","$18,392.00",40.2%
Montauk Brewing Co,Popsicle Hard,FMB,FMB,4/6/12oz Can,,143.00,143.00,0.0%,,"$4,305.00","$4,305.00",0.0%
Montauk Brewing Co,Popsicle Hard,FMB,FMB,2/12/12oz Can,,402.00,402.00,0.0%,,"$11,505.00","$11,505.00",0.0%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,15.5 Gal Keg,487.00,343.00,-144.00,-29.6%,"$102,561.00","$71,977.00","($30,584.00)",-29.8%
Montauk Brewing Co,Montauk,Beer,Beer - Craft,1/15/19.2oz Can,218.00,403.00,185.00,84.9%,"$7,531.50","$13,915.50","$6,384.00",84.8%
Narragansett,Narragansett,Beer,Beer - Craft,2/12/12oz Can,1704.00,1570.00,-134.00,-7.9%,"$38,026.40","$35,475.50","($2,550.90)",-6.7%
Narragansett,Del's Shandy,Beer,Beer - Craft,2/12/12oz Can,208.00,206.00,-2.00,-1.0%,"$6,878.50","$6,812.00",($66.50),-1.0%
Narragansett,Narragansett,Beer,Beer - Craft,4/6/12oz Can,,-5.00,-5.00,0.0%,,($175.00),($175.00),0.0%
Narragansett,Narragansett,Beer,Beer - Craft,15.5 Gal Keg,67.00,70.00,3.00,4.5%,"$8,417.00","$8,792.00",$375.00,4.5%
Narragansett,Del's Shandy,Beer,Beer - Craft,4/6/16oz Can,317.00,367.00,50.00,15.8%,"$11,260.50","$13,031.50","$1,771.00",15.7%
Narragansett,Narragansett,Beer,Beer - Craft,1/30/12.00 oz,335.00,501.00,166.00,49.6%,"$7,370.00","$11,467.00","$4,097.00",55.6%
Narragansett,Narragansett,Beer,Beer - Craft,4/6/16oz Can,1702.00,1863.00,161.00,9.5%,"$42,607.30","$49,920.00","$7,312.70",17.2%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,4/6/12oz Can,112.00,559.00,447.00,399.1%,"$4,314.40","$21,371.36","$17,056.96",395.3%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,1/15/19.2oz Can,4347.00,6301.00,1954.00,45.0%,"$154,696.50","$224,354.50","$69,658.00",45.0%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),396.00,315.00,-81.00,-20.5%,"$43,808.00","$34,887.00","($8,921.00)",-20.4%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,5.2 Gal Keg,,3.00,3.00,0.0%,,$376.00,$376.00,0.0%
New Belgium Brewing Company,Fat Tire Family,Beer,Beer - Craft,15.5 Gal Keg,126.00,148.00,22.00,17.5%,"$26,360.00","$26,982.00",$622.00,2.4%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,1/15/19.2oz Can,101.00,151.00,50.00,49.5%,"$3,030.00","$4,530.00","$1,500.00",49.5%
New Belgium Brewing Company,Fat Tire Family,Beer,Beer - Craft,2/12/12oz NR,954.00,886.00,-68.00,-7.1%,"$30,164.50","$26,101.50","($4,063.00)",-13.5%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,1/24/12oz Can,1289.00,800.00,-489.00,-37.9%,"$36,094.75","$22,400.00","($13,694.75)",-37.9%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,2/12/12oz Can,544.00,1224.00,680.00,125.0%,"$12,620.00","$28,076.00","$15,456.00",122.5%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,12/22oz NR,26.00,2.00,-24.00,-92.3%,$936.00,$72.00,($864.00),-92.3%
New Belgium Brewing Company,Kirin Light,Beer,Beer - Import,4/6/12oz NR,148.00,214.00,66.00,44.6%,"$4,738.50","$6,975.00","$2,236.50",47.2%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,4/6/12oz NR,2874.00,2804.00,-70.00,-2.4%,"$110,245.70","$107,467.40","($2,778.30)",-2.5%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,15.5 Gal Keg,291.00,338.00,47.00,16.2%,"$64,018.00","$74,341.00","$10,323.00",16.1%
