Brand Family,Supplier,Package,City,County,Sales Rep Assigned,Case Equiv 1/1/2025 - 7/31/2025,Case Equiv 1/1/2026 - 7/31/2026,Case Equiv ±,Case Equiv % ±
Schlitz Malt,Pabst Brewing Company,15/25oz Can,Newark,Essex,Hakan Sadik,197.92,"1,220.05","1,022.14",516.45%
Modelo Especial,Constellation Brands,4/6/12oz NR,Englewood,Bergen,Dave Ehlers,989.00,"1,220.00",231.00,23.36%
Coors Light,MolsonCoors Beverage Company,30/12oz Can,Hewitt,Passaic,Anthony Palmisano,746.25,"1,218.75",472.50,63.32%
Modelo Especial,Constellation Brands,2/12/12oz Can,Paterson,Passaic,Pablo Lopez,"1,271.00","1,218.00", (53.00),(4.17%)
Tyskie Gronie,MolsonCoors Beverage Company,6/4/16.9oz Can,Wallington,Bergen,Matt Powierski,"1,175.71","1,216.59",40.88,3.48%
Heineken USA,Heineken USA,24/12oz NR,Totowa,Passaic,Dave Ehlers,"1,130.00","1,202.00",72.00,6.37%
Sun Cruiser,Boston Beer Company,1/24/12oz Can,East Rutherford,Bergen,Chris Politano,780.00,"1,200.00",420.00,53.85%
Victoria,Constellation Brands,2/12/12oz NR,Passaic,Passaic,Pablo Lopez,"1,079.00","1,190.00",111.00,10.29%
Heineken USA,Heineken USA,24/7oz NR,Paterson,Passaic,Derrick Laws,"1,356.25","1,190.00", (166.25),(12.26%)
Coors Light,MolsonCoors Beverage Company,30/12oz Can,Clifton,Passaic,John Neukum,"1,576.25","1,187.50", (388.75),(24.66%)
White Claw,Mark Anthony,2/12/12oz Can,Lodi,Bergen,Chris Payton,"1,149.00","1,187.00",38.00,3.31%
Modelo Especial,Constellation Brands,2/12/12oz Can,Sparta,Sussex,Jayson Romine,"1,091.00","1,185.00",94.00,8.62%
Carib,Total Beverage Solutions,4/6/12oz NR,East Orange,Essex,Hakan Sadik,"1,149.00","1,185.00",36.00,3.13%
Modelo Especial,Constellation Brands,4/6/12oz NR,Clifton,Passaic,Allison Scott,"1,135.00","1,182.00",47.00,4.14%
Heineken USA,Heineken USA,2/12/12oz NR,Passaic,Passaic,Javier Melo,"1,332.00","1,179.00", (153.00),(11.49%)
Samuel Adams,Boston Beer Company,15.5 Gal Keg,Lyndhurst,Bergen,Paul Mclaughlin,978.22,"1,178.00",199.78,20.42%
Modelo Especial,Constellation Brands,24/7oz NR,Clifton,Passaic,Jim Heaney,"1,244.25","1,177.75", (66.50),(5.34%)
Modelo Especial,Constellation Brands,24/12oz NR,Saddle Brook,Bergen,Chris Payton,"1,005.00","1,177.00",172.00,17.11%
Modelo Especial,Constellation Brands,1/24/12oz Can,Paterson,Passaic,Pablo Lopez,"1,425.00","1,176.00", (249.00),(17.47%)
Heineken USA,Heineken USA,4/6/12oz NR,Cliffside Park,Bergen,Dan Lagala,"1,509.00","1,174.00", (335.00),(22.20%)
