Sales Rep Assigned,Customer Num,Customer Name,On-Off Premise,Product Num,Product Name,Package,Date,Placement Count   1/1/2025 - 12/31/2025,Placement Count   6/1/2026 - 8/31/2026,Placement Count   9/1/2026 - 9/30/2026,Cases   1/1/2025 - 12/31/2025,Cases   6/1/2026 - 8/31/2026,Cases   9/1/2026 - 9/30/2026
Dave Ehlers,40022,Buy Rite Of Hackensack,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,9/2/2026,,,1.00,,,2.00
Anthony Palmisano,231805,Meloi Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,9/2/2026,,,1.00,,,3.00
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,1.00
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,0.00
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,0.00
Brian Sengebush,231715,Gyp's Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,0.00
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,9/1/2026,,,1.00,,,0.00
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,1.00
Anthony Palmisano,191207,Daily Planet (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,0.00
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,9/1/2026,,,1.00,,,0.00
Paul Mclaughlin,50008,101 Pub (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,9/1/2026,,,1.00,,,0.00
Anthony Palmisano,3001,Best Cellars (Wanaque),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/31/2026,,1.00,,,2.00,
Jayson Romine,230114,Liquor Factory III Sparta,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/31/2026,,1.00,,,2.00,
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/28/2026,,1.00,,,2.00,
Klejdi Lamo,190216,House of Wine & Liquor,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/27/2026,,1.00,,,1.00,
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/26/2026,,1.00,,,3.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/26/2026,,1.00,,,5.00,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/26/2026,,1.00,,,1.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/26/2026,,1.00,,,1.00,
Alisa Acciardi,152037,The Deep Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/25/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/25/2026,,1.00,,,1.00,
Mike Ast,87001,Uncorked Wine & Spirits (Hohokus),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/24/2026,,1.00,,,1.00,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/21/2026,,1.00,,,1.00,
John O'Donoghue,190505,Old Mill Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/21/2026,,1.00,,,1.00,
Andrew Lundy,250803,Witty's Fine Wine & Spirt,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/20/2026,,1.00,,,2.00,
Robin Feldman,58003,River Edge Diner & Rest.,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/20/2026,,1.00,,,1.00,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/19/2026,,1.00,,,2.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/19/2026,,1.00,,,1.00,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/18/2026,,1.00,,,1.00,
Jaime Colonna,170021,Jersey City Buy Rite (A),Off Premise,77014,Evil Genius 867-5309 Jenny 4/6/12 oz Can,4/6/12oz Can,8/18/2026,,1.00,,,1.00,
Dylan Rubino,179013,Dublin Yard,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/18/2026,,1.00,,,1.00,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/18/2026,,1.00,,,2.00,
Mike Ast,19008,Hawthorne Liq (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/14/2026,,1.00,,,1.00,
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/14/2026,,1.00,,,1.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/14/2026,,1.00,,,5.00,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/13/2026,,1.00,,,1.00,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/13/2026,,1.00,,,1.00,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,8/12/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/11/2026,,1.00,,,1.00,
Anthony Palmisano,10003,Buy Rite W &L Pompton(P),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/11/2026,,1.00,,,2.00,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/11/2026,,1.00,,,1.00,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/7/2026,,1.00,,,1.00,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/6/2026,,1.00,,,2.00,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/6/2026,,1.00,,,1.00,
Anthony Palmisano,191207,Daily Planet (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/6/2026,,1.00,,,1.00,
Phil Ernst,83010,Bottle King (A) Glen Rock,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/6/2026,,1.00,,,1.00,
Jaime Colonna,178011,The Highwood,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/6/2026,,1.00,,,1.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/5/2026,,1.00,,,3.00,
Nick Melissari,94012,Holiday Bowl,On Premise,77015,Evil Genius 867-5309 Jenny 5.2 Gal Keg,5.2 Gal Keg,8/5/2026,,1.00,,,2.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/5/2026,,1.00,,,1.00,
Brian Sengebush,231715,Gyp's Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/4/2026,,1.00,,,1.00,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/4/2026,,1.00,,,3.00,
Jaime Colonna,170021,Jersey City Buy Rite (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/4/2026,,1.00,,,1.00,
Dave Ehlers,58001,Total Wine & More (River Edge),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/4/2026,,1.00,,,1.00,
Anthony Palmisano,5006,Roserne Pkg Store South,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/4/2026,,1.00,,,2.00,
Nick Melissari,80018,Millers Paramus Ale House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),On Premise,77015,Evil Genius 867-5309 Jenny 5.2 Gal Keg,5.2 Gal Keg,8/3/2026,,1.00,,,0.00,
Jayson Romine,191702,Liquor Factory VI Byram,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,8/3/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/3/2026,,1.00,,,0.00,
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/3/2026,,1.00,,,2.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Paul Mclaughlin,50008,101 Pub (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,1.00,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/3/2026,,1.00,,,0.00,
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,8/3/2026,,1.00,,,0.00,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Michael Harboy,150619,Grasshopper Cedar Grove,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,8/3/2026,,1.00,,,0.00,
Jaime Colonna,170036,Cork Wines & Spirits (Harrison),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/31/2026,,1.00,,,1.00,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/31/2026,,1.00,,,2.00,
Michael Harboy,150451,Wine Village,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/31/2026,,1.00,,,3.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/31/2026,,1.00,,,1.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/31/2026,,1.00,,,4.00,
Mike Ast,12011,Bottle King (A) Wayne,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/30/2026,,1.00,,,3.00,
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/30/2026,,1.00,,,1.00,
Anthony Palmisano,231207,Great Gorge Golf (A) Club,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/29/2026,,1.00,,,2.00,
Michael Harboy,150004,Merit (P),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/29/2026,,1.00,,,3.00,
Mike Ast,87001,Uncorked Wine & Spirits (Hohokus),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/29/2026,,1.00,,,1.00,
Klejdi Lamo,190101,Montville Wine & Spirits,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/29/2026,,1.00,,,3.00,
Dylan Rubino,179013,Dublin Yard,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/29/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/29/2026,,1.00,,,1.00,
Jaime Colonna,170223,Ohara's Downtown,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/28/2026,,1.00,,,1.00,
John O'Donoghue,190300,Gillette Liquor,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/28/2026,,1.00,,,2.00,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/28/2026,,1.00,,,1.00,
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/28/2026,,1.00,,,2.00,
Jayson Romine,230105,ShopRite Wines & Spirits of Sparta,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/24/2026,,1.00,,,3.00,
John O'Donoghue,192158,Weis Market,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/24/2026,,1.00,,,1.00,
Andrew Lundy,250071,Total Wine & More (Union),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/24/2026,,1.00,,,5.00,
Jaime Colonna,170036,Cork Wines & Spirits (Harrison),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/24/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/23/2026,,1.00,,,1.00,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,7/23/2026,,1.00,,,2.00,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/23/2026,,1.00,,,1.00,
Klejdi Lamo,191803,Kingston Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/23/2026,,1.00,,,1.00,
Dan Lagala,44047,Sedona Tap House,On Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/23/2026,,1.00,,,1.00,
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/23/2026,,1.00,,,1.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/22/2026,,1.00,,,5.00,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/22/2026,,1.00,,,2.00,
Alisa Acciardi,150052,Bottle King Glen Ridge,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/22/2026,,1.00,,,1.00,
Klejdi Lamo,190101,Montville Wine & Spirits,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/22/2026,,1.00,,,1.00,
John O'Donoghue,190027,Wegmans,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/21/2026,,1.00,,,2.00,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/21/2026,,1.00,,,1.00,
Michael Harboy,12005,Shay's Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/21/2026,,1.00,,,1.00,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/21/2026,,1.00,,,1.00,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/20/2026,,1.00,,,1.00,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,7/20/2026,,1.00,,,1.00,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,77014,Evil Genius 867-5309 Jenny 4/6/12 oz Can,4/6/12oz Can,7/20/2026,,1.00,,,1.00,
John O'Donoghue,190671,Country Farms,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/17/2026,,1.00,,,3.00,
Nick Melissari,80018,Millers Paramus Ale House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/17/2026,,1.00,,,1.00,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/16/2026,,1.00,,,1.00,
Andrew Lundy,250116,Office Beer Bar&Grill(A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/16/2026,,1.00,,,1.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/15/2026,,1.00,,,1.00,
Klejdi Lamo,190207,Liquor Outlet,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/15/2026,,1.00,,,1.00,
Paul Mclaughlin,61004,Andiamo,On Premise,77015,Evil Genius 867-5309 Jenny 5.2 Gal Keg,5.2 Gal Keg,7/15/2026,,1.00,,,1.00,
Klejdi Lamo,190101,Montville Wine & Spirits,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/15/2026,,1.00,,,1.00,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/14/2026,,1.00,,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,77014,Evil Genius 867-5309 Jenny 4/6/12 oz Can,4/6/12oz Can,7/13/2026,,1.00,,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/13/2026,,1.00,,,1.00,
Jaime Colonna,170036,Cork Wines & Spirits (Harrison),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/10/2026,,1.00,,,1.00,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),On Premise,77015,Evil Genius 867-5309 Jenny 5.2 Gal Keg,5.2 Gal Keg,7/10/2026,,1.00,,,1.00,
John O'Donoghue,190505,Old Mill Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/10/2026,,1.00,,,1.00,
Dylan Rubino,179013,Dublin Yard,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/10/2026,,1.00,,,1.00,
Mike Ast,12011,Bottle King (A) Wayne,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/9/2026,,1.00,,,3.00,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/9/2026,,1.00,,,3.00,
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/9/2026,,1.00,,,1.00,
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,Off Premise,77014,Evil Genius 867-5309 Jenny 4/6/12 oz Can,4/6/12oz Can,7/9/2026,,1.00,,,1.00,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/9/2026,,1.00,,,1.00,
Michael Harboy,150619,Grasshopper Cedar Grove,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/8/2026,,1.00,,,1.00,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/8/2026,,1.00,,,5.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/7/2026,,1.00,,,1.00,
John O'Donoghue,190018,Big Ed's (Circle Bowl),On Premise,77015,Evil Genius 867-5309 Jenny 5.2 Gal Keg,5.2 Gal Keg,7/7/2026,,1.00,,,3.00,
Jaime Colonna,170223,Ohara's Downtown,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/7/2026,,1.00,,,1.00,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/7/2026,,1.00,,,2.00,
Shane Barreca,70001,Montvale Wine/Liq & Beer,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/7/2026,,1.00,,,2.00,
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/6/2026,,1.00,,,2.00,
Anthony Palmisano,3001,Best Cellars (Wanaque),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/6/2026,,1.00,,,2.00,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/3/2026,,1.00,,,1.00,
Robin Feldman,84021,Upper Ridgewood Tennis(A),On Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/2/2026,,1.00,,,2.00,
Phil Ernst,83010,Bottle King (A) Glen Rock,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,7/2/2026,,1.00,,,1.00,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,7/2/2026,,1.00,,,1.00,
Jaime Colonna,171018,Urban Coal House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/1/2026,,1.00,,,0.00,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/1/2026,,1.00,,,0.00,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/1/2026,,1.00,,,0.00,
Brian Sengebush,231715,Gyp's Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/1/2026,,1.00,,,0.00,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,7/1/2026,,1.00,,,0.00,
