Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Radeberger USA,7174 DAB 6/4/16.9 oz Can,5,$26.00,8/3/2026,8/31/2026,641,$19.10,$0.38,$2.00,$17.48,"$5,460.92",32.77%
MolsonCoors Beverage Company,520 Miller Lite 2/12/12 oz Can,50,$24.60,8/3/2026,8/31/2026,810,$17.65,$0.27,$0.00,$17.92,"$5,411.61",27.16%
Constellation Brands,2404 Coronita Extra 4/6/7 oz Btl,10,$22.35,8/3/2026,8/31/2026,857,$15.88,$0.16,$0.00,$16.04,"$5,409.81",28.24%
Constellation Brands,9053 Corona Non-Alcoholic 4/6/12 oz Btl,3,$31.00,8/3/2026,8/31/2026,607,$23.86,$0.00,$1.75,$22.11,"$5,396.23",28.68%
Constellation Brands,2404 Coronita Extra 4/6/7 oz Btl,50,$22.00,8/4/2026,8/31/2026,904,$15.88,$0.16,$0.00,$16.04,"$5,390.10",27.10%
Boston Beer Company,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,208,$38.00,8/17/2026,8/25/2026,297,$19.87,$0.00,$0.00,$19.87,"$5,384.61",47.71%
Total Beverage Solutions,10600 Carib Sorrel Shandy 4/6/12 oz Btl,40,$38.50,8/4/2026,8/28/2026,488,$27.20,$0.27,$0.00,$27.47,"$5,381.04",28.64%
DG Yuengling Inc,4734 Yuengling Lager 1/15/24 oz Can,4,$20.00,8/3/2026,8/31/2026,1187,$14.64,$0.34,$0.00,$15.47,"$5,379.19",22.66%
Boston Beer Company,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,25,$43.00,8/3/2026,8/31/2026,243,$21.37,$0.00,$0.00,$21.37,"$5,256.09",50.30%
Sapporo,10330 Sapporo Premium 4/6/12 oz Btl,10,$30.00,8/3/2026,8/31/2026,734,$22.57,$0.27,$0.00,$22.84,"$5,255.44",23.87%
Boston Beer Company,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,52,$41.00,8/3/2026,8/31/2026,241,$21.37,$0.00,$2.00,$19.37,"$5,212.83",52.76%
Constellation Brands,2802 Modelo Especial 15.5 Gal Keg,10,$156.00,8/3/2026,8/3/2026,98,$101.06,$1.86,$0.00,$102.92,"$5,202.04",34.03%
Boston Beer Company,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,10,$45.00,8/3/2026,8/31/2026,220,$21.37,$0.00,$0.00,$21.37,"$5,198.60",52.51%
Sapporo,10332 Sapporo Premium 2/12/12 oz Can,25,$23.00,8/3/2026,8/31/2026,774,$17.31,$0.27,$1.25,$16.33,"$5,162.58",29.00%
MolsonCoors Beverage Company,214 Coors Light 1/24/12 oz Loose Btl,0,$24.75,8/3/2026,8/31/2026,627,$16.25,$0.27,$0.00,$16.52,"$5,160.93",33.26%
DG Yuengling Inc,4716 Yuengling Lager 1/24/12 oz Loose Can,20,$20.00,8/3/2026,8/31/2026,1317,$15.42,$0.27,$0.00,$16.10,"$5,136.88",19.50%
MolsonCoors Beverage Company,501 Miller Lite 15.5 Gal Keg,10,$92.00,8/3/2026,8/3/2026,144,$67.45,$1.86,$12.50,$56.81,"$5,067.50",38.25%
Sapporo,10344 Sapporo Premium 1/24/12 oz Loose Can,320,$21.10,8/3/2026,8/31/2026,1000,$15.80,$0.27,$0.00,$16.07,"$5,030.00",23.84%
Heineken USA,1816 Heineken 2/12/12 oz Can,30,$31.25,8/3/2026,8/31/2026,570,$23.52,$0.27,$1.32,$22.47,"$5,004.60",28.10%
MolsonCoors Beverage Company,520 Miller Lite 2/12/12 oz Can,150,$24.60,8/10/2026,8/27/2026,747,$17.65,$0.27,$0.00,$17.92,"$4,990.71",27.16%
Boston Beer Company,3807 Sam Adams Summer Ale 15.5 Gal Keg,10,$179.00,8/3/2026,8/3/2026,77,$112.75,$1.86,$0.00,$114.61,"$4,958.03",35.97%
Constellation Brands,2654 Victoria 1/12/32 oz Btl,25,$37.00,8/3/2026,8/31/2026,463,$25.93,$0.36,$0.00,$26.29,"$4,957.34",28.94%
MolsonCoors Beverage Company,212 Coors Light 4/6/12 oz Btl,5,$27.80,8/3/2026,8/31/2026,541,$19.15,$0.27,$0.63,$18.79,"$4,873.33",32.40%
Boston Beer Company,3813 Sam Adams Octoberfest 15.5 Gal Keg,2,$181.00,8/3/2026,8/31/2026,73,$112.75,$1.86,$0.00,$114.61,"$4,846.47",36.68%
Boston Beer Company,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,25,$39.00,8/3/2026,8/31/2026,223,$19.87,$0.00,$2.50,$17.37,"$4,823.49",55.46%
Constellation Brands,2807 Modelito Especial 1/24/7 oz Loose Btl,50,$21.25,8/4/2026,8/31/2026,865,$15.53,$0.16,$0.00,$15.69,"$4,811.56",26.18%
Constellation Brands,2405 Coronita Extra 1/24/7 oz Btl,10,$21.60,8/3/2026,8/31/2026,773,$15.53,$0.16,$0.30,$15.39,"$4,802.26",28.76%
MolsonCoors Beverage Company,209 Coors Light 4/6/8 oz Can,5,$15.80,8/5/2026,8/31/2026,1126,$11.75,$0.27,$0.45,$11.57,"$4,762.98",26.77%
Boston Beer Company,200668 Sun Cruiser Lemonade Variety Pack 2/12/12 oz Can,10,$39.00,8/3/2026,8/31/2026,220,$19.87,$0.00,$2.50,$17.37,"$4,758.60",55.46%
Paulaner,10417 Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,10,$35.00,8/3/2026,8/28/2026,361,$23.71,$0.25,$2.00,$21.96,"$4,706.65",37.25%
Mark Anthony,8592 White Claw Hard Seltzer Mango 1/12/19.2 oz Can,5,$29.00,8/3/2026,8/31/2026,583,$22.68,$0.22,$1.89,$21.01,"$4,660.50",27.57%
MolsonCoors Beverage Company,121 Coors Banquet 1/30/12 oz Can,50,$27.00,8/3/2026,8/31/2026,599,$19.29,$0.34,$0.40,$19.22,"$4,658.12",28.80%
MolsonCoors Beverage Company,421 High Life 1/30/12 oz Can,10,$23.00,8/3/2026,8/31/2026,814,$18.00,$0.34,$1.00,$17.34,"$4,607.65",24.61%
MolsonCoors Beverage Company,220 Coors Light 2/12/12 oz Can,150,$24.60,8/10/2026,8/27/2026,655,$17.34,$0.27,$0.00,$17.61,"$4,578.45",28.41%
Mark Anthony,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,208,$29.40,8/17/2026,8/28/2026,616,$24.32,$0.27,$2.60,$21.99,"$4,564.56",25.20%
Mark Anthony,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,10,$34.65,8/3/2026,8/31/2026,467,$26.22,$0.27,$1.60,$24.89,"$4,557.92",28.17%
Heineken USA,1806 Heineken 4/6/12 oz Btl,60,$31.35,8/3/2026,8/31/2026,565,$23.53,$0.27,$0.43,$23.37,"$4,508.70",25.45%
Constellation Brands,2814 Modelo Especial 4/6/12 oz Btl,0,$34.00,8/3/2026,8/31/2026,455,$23.86,$0.27,$0.00,$24.13,"$4,490.85",29.03%
DG Yuengling Inc,4713 Yuengling Lager 2/12/12 oz Btl,25,$24.60,8/3/2026,8/31/2026,614,$16.45,$0.27,$0.00,$17.30,"$4,483.42",29.68%
Constellation Brands,2814 Modelo Especial 4/6/12 oz Btl,5,$32.50,8/3/2026,8/31/2026,535,$23.86,$0.27,$0.00,$24.13,"$4,477.95",25.75%
MolsonCoors Beverage Company,121 Coors Banquet 1/30/12 oz Can,150,$27.00,8/10/2026,8/27/2026,574,$19.29,$0.34,$0.40,$19.22,"$4,463.71",28.80%
Constellation Brands,2828 Modelo Chelada Limon y Sal 2/12/12 oz Can,10,$30.00,8/3/2026,8/31/2026,757,$23.86,$0.27,$0.00,$24.13,"$4,443.59",19.57%
Constellation Brands,2512 Corona Light 2/12/12 oz Btl,108,$31.25,8/3/2026,8/31/2026,508,$23.86,$0.27,$1.63,$22.51,"$4,442.46",27.98%
Constellation Brands,2507 Corona Light 2/12/12 oz Can,25,$31.00,8/3/2026,8/31/2026,514,$23.86,$0.27,$1.75,$22.38,"$4,430.68",27.81%
MolsonCoors Beverage Company,214 Coors Light 1/24/12 oz Loose Btl,320,$22.00,8/4/2026,8/31/2026,741,$16.25,$0.27,$0.50,$16.02,"$4,430.44",27.18%
Constellation Brands,2825 Modelo Especial 1/18/12 oz Can,81,$21.40,8/3/2026,8/31/2026,1036,$16.93,$0.20,$0.00,$17.14,"$4,418.02",19.93%
MolsonCoors Beverage Company,7143 Peroni 4/6/11.2 oz Btl,5,$32.60,8/3/2026,8/28/2026,538,$25.90,$0.25,$1.75,$24.40,"$4,409.35",25.14%
Boston Beer Company,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,25,$43.00,8/6/2026,8/31/2026,203,$21.37,$0.00,$0.00,$21.37,"$4,390.89",50.30%
MolsonCoors Beverage Company,223 Coors Light 1/18/12 oz Can,15,$17.60,8/3/2026,8/31/2026,769,$11.94,$0.20,$0.25,$11.89,"$4,387.53",32.42%
Boston Beer Company,8110 Angry Orchard Crisp Apple 4/6/12 oz Btl,10,$33.00,8/3/2026,8/31/2026,499,$25.50,$0.34,$1.50,$24.34,"$4,322.59",26.25%
Constellation Brands,2808 Modelo Especial 1/24/12 oz Loose Btl,10,$32.00,8/3/2026,8/28/2026,546,$23.86,$0.27,$0.00,$24.13,"$4,297.02",24.59%
MolsonCoors Beverage Company,220 Coors Light 2/12/12 oz Can,25,$24.60,8/3/2026,8/31/2026,613,$17.34,$0.27,$0.00,$17.61,"$4,284.87",28.41%
Constellation Brands,2813 Modelo Negra 2/12/12 oz Btl,25,$31.25,8/3/2026,8/31/2026,481,$23.86,$0.27,$1.75,$22.38,"$4,266.47",28.38%
Mark Anthony,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10,$34.65,8/3/2026,8/31/2026,437,$26.22,$0.27,$1.60,$24.89,"$4,265.12",28.17%
Constellation Brands,2815 Modelo Especial 2/12/12 oz Btl,10,$32.25,8/3/2026,8/31/2026,521,$23.86,$0.27,$0.00,$24.13,"$4,230.52",25.18%
Constellation Brands,2807 Modelito Especial 1/24/7 oz Loose Btl,25,$21.40,8/3/2026,8/31/2026,740,$15.53,$0.16,$0.00,$15.69,"$4,227.25",26.69%
Constellation Brands,2409 Corona Extra 1/24/12 oz Loose Btl,0,$35.00,8/3/2026,8/31/2026,388,$23.86,$0.27,$0.00,$24.13,"$4,219.18",31.07%
MolsonCoors Beverage Company,1201 Blue Moon Belgian White Ale 15.5 Gal Keg,5,$172.00,8/3/2026,8/3/2026,60,$99.96,$1.86,$0.00,$101.82,"$4,210.68",40.80%
DG Yuengling Inc,4713 Yuengling Lager 2/12/12 oz Btl,10,$24.60,8/3/2026,8/31/2026,574,$16.45,$0.27,$0.00,$17.30,"$4,191.67",29.69%
Boston Beer Company,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,208,$37.50,8/24/2026,8/24/2026,200,$21.37,$0.00,$4.75,$16.62,"$4,176.00",55.68%
Boston Beer Company,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,208,$37.50,8/24/2026,8/24/2026,200,$21.37,$0.00,$4.75,$16.62,"$4,176.00",55.68%
Boston Beer Company,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,52,$37.50,8/12/2026,8/12/2026,200,$21.37,$0.00,$4.75,$16.62,"$4,176.00",55.68%
MolsonCoors Beverage Company,228 Coors Light 1/24/16 oz Aluminum Loose Btl,10,$22.50,8/3/2026,8/31/2026,860,$20.54,$0.36,$3.25,$17.65,"$4,174.44",21.57%
MolsonCoors Beverage Company,1205 Blue Moon Belgian White Ale 5.2 Gal Keg,2,$88.00,8/3/2026,8/31/2026,107,$48.83,$0.62,$0.25,$49.20,"$4,151.56",44.09%
Famosa,3722 Famosa 1/12/24 oz Can,20,$24.00,8/3/2026,8/31/2026,651,$18.90,$0.27,$1.50,$17.67,"$4,120.83",26.38%
MolsonCoors Beverage Company,223 Coors Light 1/18/12 oz Can,50,$17.60,8/3/2026,8/31/2026,721,$11.94,$0.20,$0.25,$11.89,"$4,113.67",32.42%
MolsonCoors Beverage Company,502 Miller Lite 7.75 Gal Keg,2,$62.00,8/3/2026,8/28/2026,163,$39.70,$0.93,$3.75,$36.88,"$4,094.72",40.52%
Mark Anthony,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,25,$31.40,8/3/2026,8/31/2026,483,$24.32,$0.27,$1.64,$22.95,"$4,081.35",26.91%
Mark Anthony,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,320,$25.20,8/4/2026,8/25/2026,637,$22.41,$0.27,$3.84,$18.84,"$4,051.32",25.24%
Constellation Brands,2512 Corona Light 2/12/12 oz Btl,162,$31.25,8/3/2026,8/31/2026,459,$23.86,$0.27,$1.63,$22.51,"$4,013.96",27.98%
Constellation Brands,2412 Corona Extra 2/12/12 oz Btl,25,$33.25,8/4/2026,8/31/2026,434,$23.86,$0.27,$0.13,$24.01,"$4,012.33",27.80%
Boston Beer Company,200666 Sun Cruiser Iced Tea Vodka Variety 1/18/12 oz Can,136,$26.10,8/5/2026,8/27/2026,294,$14.00,$0.00,$1.50,$12.50,"$3,998.40",52.11%
MolsonCoors Beverage Company,234 Coors Light 1/12/24 oz Can,15,$20.00,8/3/2026,8/31/2026,691,$14.04,$0.27,$0.00,$14.31,"$3,931.79",28.45%
Mark Anthony,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,25,$31.40,8/3/2026,8/31/2026,464,$24.32,$0.27,$1.64,$22.95,"$3,920.80",26.91%
Heineken USA,1817 Heineken 6/4/16 oz Can,5,$29.00,8/3/2026,8/31/2026,525,$25.42,$0.36,$4.20,$21.58,"$3,895.50",25.59%
MolsonCoors Beverage Company,213 Coors Light 2/12/12 oz Btl,25,$24.60,8/3/2026,8/31/2026,589,$17.76,$0.27,$0.00,$18.03,"$3,872.09",26.72%
Constellation Brands,2410 Corona Extra 4/6/12 oz Btl,3,$35.00,8/4/2026,8/31/2026,356,$23.86,$0.27,$0.00,$24.13,"$3,869.72",31.06%
MolsonCoors Beverage Company,512 Miller Lite 2/12/12 oz Btl,20,$24.60,8/3/2026,8/31/2026,573,$17.70,$0.27,$0.00,$17.97,"$3,800.14",26.96%
Boston Beer Company,200680 Sun Cruiser White Tea Variety 3/8/12 oz Can,52,$41.00,8/4/2026,8/31/2026,172,$21.37,$0.00,$2.00,$19.37,"$3,720.36",52.76%
MolsonCoors Beverage Company,7153 Pilsner Urquell 4/6/12 oz Btl,5,$32.60,8/4/2026,8/31/2026,407,$24.96,$0.27,$1.75,$23.48,"$3,711.03",27.97%
MolsonCoors Beverage Company,228 Coors Light 1/24/16 oz Aluminum Loose Btl,25,$22.50,8/3/2026,8/31/2026,757,$20.54,$0.36,$3.25,$17.65,"$3,674.48",21.57%
Boston Beer Company,3807 Sam Adams Summer Ale 15.5 Gal Keg,25,$175.00,8/3/2026,8/31/2026,60,$112.75,$1.86,$0.00,$114.61,"$3,623.40",34.51%
MolsonCoors Beverage Company,7152 Pilsner Urquel 2/12/12 oz Btl,5,$31.45,8/7/2026,8/31/2026,420,$24.31,$0.27,$1.75,$22.83,"$3,619.98",27.41%
MolsonCoors Beverage Company,9018 Peroni 0.0 NA 4/6/11.2 oz Btl,2,$32.35,8/3/2026,8/31/2026,428,$26.83,$0.00,$2.82,$24.01,"$3,569.52",25.78%
MolsonCoors Beverage Company,223 Coors Light 1/18/12 oz Can,150,$17.60,8/10/2026,8/31/2026,625,$11.94,$0.20,$0.25,$11.89,"$3,565.94",32.42%
Boston Beer Company,200671 Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,208,$38.00,8/17/2026,8/24/2026,196,$19.87,$0.00,$0.00,$19.87,"$3,553.48",47.71%
Pabst Brewing Company,7310 Pabst 2/12/12 oz Can,26,$17.50,8/3/2026,8/31/2026,775,$13.43,$0.27,$0.98,$12.94,"$3,532.90",26.05%
Heineken USA,1804 Heineken 4/6/7 oz Btl,3,$21.50,8/3/2026,8/31/2026,622,$16.42,$0.16,$0.75,$15.83,"$3,528.30",26.38%
MolsonCoors Beverage Company,223 Coors Light 1/18/12 oz Can,25,$17.60,8/3/2026,8/31/2026,615,$11.94,$0.20,$0.25,$11.89,"$3,508.88",32.42%
Warwick Valley,8235 Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,5,$55.00,8/3/2026,8/31/2026,212,$38.00,$0.45,$0.00,$38.45,"$3,508.60",30.09%
FX Matt,11221 Flying Dog Double Dog Double IPA 4/6/12 oz Btl,5,$46.50,8/3/2026,8/31/2026,241,$32.50,$0.27,$1.00,$31.97,"$3,502.84",31.26%
Constellation Brands,2613 Pacifico 2/12/12 oz Can,81,$29.50,8/3/2026,8/31/2026,432,$22.88,$0.27,$1.75,$21.40,"$3,499.20",27.46%
MolsonCoors Beverage Company,535 Miller Lite 1/36/12 oz Can,15,$29.40,8/4/2026,8/31/2026,442,$21.10,$0.41,$0.00,$21.50,"$3,490.92",26.86%
Boston Beer Company,8121 Angry Orchard Crisp 2/12/12 oz Can,10,$31.50,8/3/2026,8/31/2026,406,$23.85,$0.34,$1.25,$22.94,"$3,476.38",27.18%
Pabst Brewing Company,7310 Pabst 2/12/12 oz Can,5,$17.50,8/3/2026,8/31/2026,763,$13.43,$0.27,$0.98,$12.94,"$3,475.98",26.03%
Radeberger USA,3173 Schofferhofer Grapefruit 4/6/11.2 oz Btl,5,$36.00,8/4/2026,8/31/2026,279,$24.30,$0.25,$1.00,$23.55,"$3,472.94",34.58%
Sierra Nevada Brewing Company,4525 Sierra Nevada Hazy Little Thing IPA 2/12/12 oz Can,10,$33.00,8/3/2026,8/31/2026,348,$23.91,$0.27,$1.15,$23.03,"$3,469.56",30.21%
MolsonCoors Beverage Company,227 Coors Light 2/9/16 oz Aluminum Btl,10,$25.50,8/3/2026,8/31/2026,505,$19.34,$0.27,$0.95,$18.66,"$3,456.73",26.84%
Boston Beer Company,200671 Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,10,$39.00,8/3/2026,8/31/2026,159,$19.87,$0.00,$2.50,$17.37,"$3,439.17",55.46%
MolsonCoors Beverage Company,523 Miller Lite 1/18/12 oz Can,15,$17.60,8/3/2026,8/31/2026,733,$12.96,$0.20,$0.25,$12.91,"$3,434.47",26.62%
Mark Anthony,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,104,$30.40,8/3/2026,8/31/2026,432,$24.32,$0.27,$2.14,$22.45,"$3,434.40",26.15%
MolsonCoors Beverage Company,619 Keystone Light Apple 2/15/12 oz Can,50,$23.00,8/7/2026,8/14/2026,491,$15.77,$0.34,$0.00,$16.11,"$3,384.71",29.97%
Constellation Brands,2512 Corona Light 2/12/12 oz Btl,54,$31.25,8/3/2026,8/31/2026,384,$23.86,$0.27,$1.63,$22.51,"$3,358.08",27.98%
Constellation Brands,2804 Modelo Especial 7.75 Gal Keg,2,$87.00,8/3/2026,8/28/2026,107,$54.83,$0.93,$0.00,$55.76,"$3,342.46",35.91%
Mark Anthony,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,104,$25.40,8/3/2026,8/27/2026,509,$22.41,$0.27,$3.84,$18.84,"$3,339.04",25.83%
Constellation Brands,2827 Modelo Chelada Pina Picante 1/12/24 oz Can,25,$31.20,8/3/2026,8/31/2026,391,$22.41,$0.27,$0.00,$22.68,"$3,331.71",27.31%
Constellation Brands,2827 Modelo Chelada Pina Picante 1/12/24 oz Can,10,$31.30,8/3/2026,8/31/2026,385,$22.41,$0.27,$0.00,$22.68,"$3,319.09",27.54%
Mark Anthony,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,208,$29.40,8/17/2026,8/28/2026,447,$24.32,$0.27,$2.60,$21.99,"$3,312.27",25.20%
MolsonCoors Beverage Company,201 Coors Light 15.5 Gal Keg,10,$97.00,8/3/2026,8/3/2026,83,$65.27,$1.86,$10.00,$57.13,"$3,309.21",41.10%
Constellation Brands,2418 Corona Extra 1/18/12 oz Btl,25,$23.35,8/3/2026,8/31/2026,513,$18.15,$0.20,$1.45,$16.90,"$3,308.08",27.62%
MolsonCoors Beverage Company,510 Miller Lite 4/6/12 oz Btl,10,$27.80,8/3/2026,8/31/2026,472,$20.75,$0.27,$0.23,$20.80,"$3,304.47",25.18%
Constellation Brands,2654 Victoria 1/12/32 oz Btl,10,$37.00,8/3/2026,8/31/2026,308,$25.93,$0.36,$0.00,$26.29,"$3,297.76",28.94%
Constellation Brands,2652 Victoria 2/12/12 oz Can,81,$29.50,8/3/2026,8/31/2026,407,$22.88,$0.27,$1.75,$21.40,"$3,296.70",27.46%
Sierra Nevada Brewing Company,4617 Sierra Nevada Pale Ale 2/12/12 oz Can,10,$33.00,8/3/2026,8/31/2026,330,$23.91,$0.27,$1.15,$23.03,"$3,290.10",30.21%
Boston Beer Company,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,10,$45.00,8/3/2026,8/31/2026,139,$21.37,$0.00,$0.00,$21.37,"$3,284.57",52.51%
DG Yuengling Inc,4710 Yuengling Lager 4/6/12 oz Btl,10,$27.00,8/3/2026,8/31/2026,419,$18.30,$0.27,$0.00,$19.18,"$3,277.47",28.97%
Heineken USA,1808 Heineken 1/24/12 oz Loose Btl,60,$31.75,8/3/2026,8/31/2026,409,$23.48,$0.27,$0.00,$23.75,"$3,272.00",25.20%
MolsonCoors Beverage Company,523 Miller Lite 1/18/12 oz Can,50,$17.60,8/3/2026,8/31/2026,696,$12.96,$0.20,$0.25,$12.91,"$3,261.11",26.62%
Boston Beer Company,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,10,$38.25,8/3/2026,8/27/2026,153,$21.37,$0.00,$4.38,$16.99,"$3,252.78",55.58%
MolsonCoors Beverage Company,511 Miller Lite 1/24/12 oz Loose Btl,0,$24.75,8/3/2026,8/31/2026,433,$16.99,$0.27,$0.00,$17.25,"$3,247.28",30.30%
Sierra Nevada Brewing Company,4699 Sierra Nevada Oktoberfest 4/6/12 oz Can,10,$36.50,8/3/2026,8/31/2026,312,$26.90,$0.27,$1.00,$26.17,"$3,222.96",28.30%
Boston Beer Company,200615 Dogfish Head Tropical Crush Variety 3/8/12 oz Can,10,$42.00,8/3/2026,8/31/2026,145,$29.42,$0.00,$9.50,$19.92,"$3,201.60",52.57%
Constellation Brands,2650 Victoria 4/6/12 oz Btl,320,$30.90,8/4/2026,8/25/2026,383,$23.86,$0.27,$1.58,$22.55,"$3,198.05",27.02%
MolsonCoors Beverage Company,214 Coors Light 1/24/12 oz Loose Btl,5,$24.75,8/3/2026,8/31/2026,388,$16.25,$0.27,$0.00,$16.52,"$3,192.85",33.25%
Heineken USA,1828 Heineken 1/24/7 oz Loose Btl,320,$20.40,8/5/2026,8/31/2026,583,$16.42,$0.16,$1.65,$14.93,"$3,190.47",26.83%
Constellation Brands,2809 Modelo Especial 1/24/12 oz Loose Can,10,$30.50,8/3/2026,8/31/2026,414,$22.53,$0.27,$0.00,$22.80,"$3,187.80",25.25%
MolsonCoors Beverage Company,523 Miller Lite 1/18/12 oz Can,150,$17.60,8/10/2026,8/27/2026,680,$12.96,$0.20,$0.25,$12.91,"$3,186.14",26.62%
MolsonCoors Beverage Company,226 Coors Light 4/6/16 oz Can,5,$27.20,8/3/2026,8/31/2026,475,$21.43,$0.36,$1.28,$20.52,"$3,173.48",24.56%
Heineken USA,2131 Tecate 1/12/24 oz Can,5,$16.90,8/3/2026,8/31/2026,696,$16.10,$0.27,$4.02,$12.35,"$3,166.80",26.92%
Constellation Brands,2441 Corona Premier 2/12/12 oz Btl,162,$26.95,8/3/2026,8/31/2026,409,$19.94,$0.27,$0.98,$19.24,"$3,154.21",28.62%
Sapporo,10332 Sapporo Premium 2/12/12 oz Can,50,$22.50,8/4/2026,8/28/2026,487,$17.31,$0.27,$1.50,$16.08,"$3,126.54",28.53%
MolsonCoors Beverage Company,1772 Arnold Palmer Spiked Half & Half 2/12/12 oz Can,5,$29.30,8/3/2026,8/31/2026,432,$23.80,$0.27,$2.00,$22.07,"$3,124.22",24.68%
Southern Tier Brewing Company,4376 Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,20,$61.20,8/4/2026,8/14/2026,187,$46.69,$0.27,$2.40,$44.56,"$3,111.68",27.19%
Mark Anthony,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,25,$31.40,8/3/2026,8/31/2026,368,$24.32,$0.27,$1.64,$22.95,"$3,109.60",26.91%
MolsonCoors Beverage Company,7160 Tyskie Gronie 6/4/16.9 oz Can,15,$24.30,8/3/2026,8/31/2026,509,$18.31,$0.38,$0.50,$18.19,"$3,108.65",25.13%
Boston Beer Company,3818 Sam Adams Boston Lager 4/6/12 oz Btl,10,$34.80,8/3/2026,8/26/2026,331,$25.16,$0.27,$0.00,$25.43,"$3,101.47",26.93%
Constellation Brands,2412 Corona Extra 2/12/12 oz Btl,10,$34.00,8/6/2026,8/31/2026,313,$23.86,$0.27,$0.00,$24.13,"$3,089.31",29.03%
Boston Beer Company,3862 Sam Adams Octoberfest 5.2 Gal Keg,2,$78.00,8/3/2026,8/31/2026,103,$47.50,$0.62,$0.00,$48.12,"$3,077.19",38.30%
DG Yuengling Inc,4701 Yuengling Lager 15.5 Gal Keg,5,$97.00,8/3/2026,8/3/2026,78,$52.50,$1.86,$0.00,$57.57,"$3,075.49",40.65%
MolsonCoors Beverage Company,113 Coors Banquet 2/12/12 oz Btl,10,$24.60,8/3/2026,8/31/2026,460,$17.76,$0.27,$0.09,$17.94,"$3,065.44",27.09%
MolsonCoors Beverage Company,7143 Peroni 4/6/11.2 oz Btl,20,$32.60,8/3/2026,8/28/2026,372,$25.90,$0.25,$1.75,$24.40,"$3,048.84",25.14%
Constellation Brands,2831 Modelo Chelada Variety 2/12/12 oz Can,10,$30.00,8/3/2026,8/31/2026,519,$23.86,$0.27,$0.00,$24.13,"$3,046.53",19.57%
MolsonCoors Beverage Company,7142 Peroni 2/12/11.2 oz Btl,10,$31.45,8/3/2026,8/31/2026,358,$24.51,$0.25,$1.75,$23.02,"$3,019.31",26.82%
Southern Tier Brewing Company,4376 Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,5,$66.00,8/4/2026,8/31/2026,157,$46.69,$0.27,$0.00,$46.96,"$2,989.28",28.85%
Hofbrauhaus USA,3310 Hofbrau Original 4/6/11.2 oz Btl,5,$40.00,8/3/2026,8/31/2026,244,$27.50,$0.25,$0.00,$27.75,"$2,988.47",30.62%
Boston Beer Company,8330 Twisted Tea 4/6/12 oz Btl,5,$31.25,8/3/2026,8/31/2026,337,$22.13,$0.27,$0.00,$22.40,"$2,982.45",28.32%
Mark Anthony,8586 White Claw Hard Seltzer Ruby Grapefruit 1/12/19.2 oz Can,5,$29.00,8/3/2026,8/31/2026,370,$22.68,$0.22,$1.89,$21.01,"$2,957.78",27.57%
Boston Beer Company,8148 Angry Orchard Crisp Imperial 4/6/12 oz Btl,10,$36.00,8/3/2026,8/31/2026,261,$25.87,$0.34,$1.50,$24.71,"$2,947.34",31.37%
MolsonCoors Beverage Company,212 Coors Light 4/6/12 oz Btl,0,$29.10,8/3/2026,8/31/2026,304,$19.15,$0.27,$0.00,$19.42,"$2,944.17",33.28%
MolsonCoors Beverage Company,510 Miller Lite 4/6/12 oz Btl,5,$27.80,8/3/2026,8/31/2026,420,$20.75,$0.27,$0.23,$20.80,"$2,942.04",25.20%
Total Beverage Solutions,10522 Weihenstephan Festbier 4/6/11.2 oz Btl,10,$46.00,8/3/2026,8/28/2026,215,$32.15,$0.25,$0.00,$32.40,"$2,923.53",29.56%
