Asset Type,Purchased Date,Sold Date,Customer Name,Num Of Placed Assets
Sam Adams Okt .5 Mug - Glasses,,,Milton Inn,10
Sam Adams Okt .5 Mug - Glasses,,,Kohler Samples Taken 100%,5
Sam Adams Okt 1L mug - Glasses,,,Broad Liquors (A),1
Sam Adams Okt 1L mug - Glasses,,,Shop Rite Liq(A) Fair Lwn,2
Sam Adams Okt 1L mug - Glasses,,,Kohler Samples Taken 100%,21
Sam Adams Okt 1L mug - Glasses,,,The Wine Rack Hasbrouck Hts,2
Sam Adams Pop a shot - Dealer Loader,,,Shoppers Vineyard (A),1
Sam Adams Pop a shot - Dealer Loader,,,Whistle Stop (P),1
Sam Adams Pop a shot - Dealer Loader,,,Gene's Liquor,1
Sam Adams Pop a shot - Dealer Loader,,,Regalado Liq,1
Sam Adams Pop a shot - Dealer Loader,,,Ridgewood Super Cellar,1
Sam Adams Pop a shot - Dealer Loader,,,Shop Rite Wines/Spirits,1
Sam Adams Pop a shot - Dealer Loader,,,Kohler Samples Taken 100%,9
Sam Summer 16oz shaker,,,Whiskey Wolf Tavern (P),1
Sam Summer 16oz shaker,,,Cubby's (P),2
Sam Summer 16oz shaker,,,Peppercorn's,1
Sam Summer 16oz shaker,,,North Jersey C C,1
Sam Summer 16oz shaker,,,River & Henley,1
Sam Summer 16oz shaker,,,Sini Bistro,1
Sam Summer 16oz shaker,,,The Newton Theatre,1
Sam Summer 16oz shaker,,,Elevengreen,2
Sam Summer 16oz shaker,,,Steel Wheel Tavern,4
Sam Summer 16oz shaker,,,The Brick House (P),2
Sam Summer Sling Chair,,,Nico's Wine & Spirits,1
Sam Summer Sling Chair,,,Johnnie's Tavern,1
Sam Summer Sling Chair,,,Sharky's Wings(P),1
Sapporo 16oz Cups - PLASTIC CUPS,,,Mcgovern's Tavern(A),2
Sapporo 16oz Cups - PLASTIC CUPS,,,Kohler Samples Taken 100%,2
Sapporo 16oz shaker glass - Glasses,,,The Station Bar & Grill,1
Sapporo 16oz shaker glass - Glasses,,,Nikko Hibachi Steakhouse,2
Sapporo 16oz shaker glass - Glasses,,,The Front Porch (Z),1
Sapporo 16oz shaker glass - Glasses,,,The Highwood,3
Sapporo 16oz shaker glass - Glasses,,,Blu Ale House,2
Sapporo 16oz shaker glass - Glasses,,,Double Ai Asian Bistro,6
Sapporo Patio Umbrella - PATIO UMBRELLA,,,Kohler Samples Taken 100%,1
Sapporo Patio Umbrella - PATIO UMBRELLA,,,Sushi Lounge,6
Sapporo Round LED - LED,,,Jay Cee (P) Deli & Liq.,1
Sapporo Round LED - LED,,,GOGIYA,1
Sapporo Round LED - LED,,,BBQ Chicken Franklin,1
Sapporo Round LED - LED,,,Clifton Disc Liq (A),1
Sapporo Round LED - LED,,,Linwood Wine-Linwood Plaza,1
Sapporo Round LED - LED,,,Eddy's Wine & Liq,2
Sapporo Round LED - LED,,,Liquor World,1
Shiner LED - LED,,,Kohler Samples Taken 100%,1
Sierra Nevada Pale Ale 16oz - Glasses,,,The Madison Rose,1
Sierra Nevada Pale Ale 16oz - Glasses,,,Sheridan Lodge (P),1
Sierra Nevada Pale Ale 16oz - Glasses,,,Lakeside Drive Tavern,1
Sierra Nevada Pale Ale 16oz - Glasses,,,Usa Wine Traders Club (Saddle Brook),1
Sierra Nevada Pale Ale 16oz - Glasses,,,Columbia Inn,1
Sierra Nevada Pale Ale 16oz - Glasses,,,Nellie's Place (P),2
Sinless AFrame,,,Westwood Wine and Liquors,1
SixPoint 16oz shaker - Glasses,,,101 Pub (A),1
SixPoint 16oz shaker - Glasses,,,Town Pub Of Bloomfeild,1
SixPoint 16oz shaker - Glasses,,,Garden State Tavern,1
SixPoint 16oz shaker - Glasses,,,Hearth & Tap Co.,1
Sixpoint A-Frame - A-FRAME,,,Ktb Coffee Shop & Lounge,1
SixPoint LED - LED,,,Garden State Tavern,1
Southern Tier PumpKing Glass - Glasses,,,Kohler Samples Taken 100%,1
Stiegl .5 glass - Glasses,,,Allendale Bar & Grill,8
Stone 16oz Shaker,,,The Highwood,1
Stone 16oz Shaker,,,White Star Harbor Bar(P),1
Stone 16oz Shaker,,,Ktb Coffee Shop & Lounge,2
Stone 16oz Shaker,,,Cresskill Tavern,1
Stone 16oz Shaker,,,Union Hall,1
Stone 16oz Shaker,,,River & Henley,2
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,White Deer Inn,1
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,Mahwah Liqrs (P),1
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,Shop Rite Liq (A)Hillsdal,2
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,BBQ Chicken Franklin,4
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,ShopRite Wines & Spirits of Franklin,2
Sun Cruiser Patio Umbrella - PATIO UMBRELLA,,,Whistle Stop (P),2
Sun Cruiser Rack - Racks,,,Grand Opening Liq (A)_2,1
Sun Cruiser Rack - Racks,,,Franklin Lake Liq,1
SunCruiser Big East LED,,,Valley Liquors (A),1
SunCruiser Big East LED,,,Kohler Samples Taken 100%,18
SunCruiser Sling Chair,,,USA Wine Traders Club Of Newton (A),1
The Drop LED,,,Kohler Samples Taken 100%,10
Tilray THC Fridge,,,Exquisite W & L (A),1
Tilray THC Fridge,,,Garden Liquors (P),1
Truly Glasses - Glasses,,,Sharky's Wings(P),2
Truly Glasses - Glasses,,,Bask 46,1
Truly Glasses - Glasses,,,Rock Island Lake Club,1
Truly Glasses - Glasses,,,Celtic Corner,3
Truly Rack - RACKS,,,Basket Of Cheer Ii (Lake Hiawatha),1
Truly Rack - RACKS,,,Buy Rite Discount Liquor,1
Truly Soccer Plinko Game,,,Bask 46,1
Truly Soccer Plinko Game,,,Park West Tavern,1
Truly Soccer Plinko Game,,,Celtic Corner,1
Truly World Cup LED,,,Usa Wine Traders (Wanaque),1
Truly World Cup LED,,,cherry's,1
Twisted Tea Football Helmet,,,Yesterdays (P),1
Twisted Tea Football Helmet,,,Shoppers Disc(A)Pompton,1
Twisted Tea Football Helmet,,,Brick & Brew,1
Twisted Tea Football Helmet,,,Millers Paramus Ale House,1
Twisted Tea Football Helmet,,,Lincoln Park Fine Wines & Spirits,1
Twisted Tea Football Helmet,,,Sharky's Wings(P),2
Twisted Tea High Top Table - MISCELLANEOUS,,,Hawthorne Liq (A),1
Twisted Tea High Top Table - MISCELLANEOUS,,,Kohler Samples Taken 100%,3
Twisted Tea High Top Table - MISCELLANEOUS,,,Ridgewood Super Cellar,1
Twisted Tea LED,,,Kohler Samples Taken 100%,10
Twisted Tea Mason Jar - Glasses,,,Daily Planet (A),1
Twisted Tea Mason Jar - Glasses,,,Knotty Pine Pub (P),1
Twisted Tea Mason Jar - Glasses,,,Charley's Tavern,1
Twisted Tea Mason Jar - Glasses,,,Brick & Brew,2
Twisted Tea Outdoors LED,,,Texas Roadhouse,1
Twisted Tea Outdoors LED,,,Shop Rite Of Wallington,1
Twisted Tea Outdoors LED,,,Jack E Pooh's,1
Twisted Tea Outdoors LED,,,Quick Check Liquor (A),1
Twisted Tea Statue of LiberTea,,,Kohler Samples Taken 100%,1
Twisted Tea Statue of LiberTea,,,J & S Roadhouse,1
Twisted Tea Statue of LiberTea,,,Elks Post 782 (Z),1
Twisted Tea Statue of LiberTea,,,Thatcher Mcghee's (A),1
Victory Banner LED - LED,,,Eddy's Wine & Liq,1
Victory Golden Monkey 13oz glass - Glasses,,,River & Henley,1
Victory Golden Monkey 13oz glass - Glasses,,,Victor's Maywood Inn,2
Vizzy Patio Umbrella - PATIO UMBRELLA,,,Kohler Samples Taken 50%,1
Vizzy Patio Umbrella - PATIO UMBRELLA,,,Kohler Samples Taken 100%,2
Vizzy Patio Umbrella - PATIO UMBRELLA,,,Evolution Restaurant & Bar,4
Weihenstephan 0.5 Liter Mug - Glasses,,,The Hoboken Biergarten,45
Weihenstephan 0.5 Liter Mug - Glasses,,,JJ Dak,3
Weihenstephan 1L mug - Glasses,,,The Hoboken Biergarten,5
Weihenstephan Soccer Boots - MISCELLANEOUS,,,The Hoboken Biergarten,2
Weihnstephan .5 Pilsner glass - Glasses,,,The Hoboken Biergarten,5
Weinstephan Country Glassware,,,The Hoboken Biergarten,20
White Cla NJ LED,,,Exquisite W & L (A),1
White Claw A-Frame Chalk Board - A-FRAME,,,Blue 42 Restaurant & Bar,1
White Claw A-Frame Chalk Board - A-FRAME,,,Blackjack Mulligans (Hawthorne),1
White Claw A-Frame Chalk Board - A-FRAME,,,The Wine Rack Hasbrouck Hts,1
White Claw Beach Chair - DEALER LOADER,,,Shop Rite Wine & Spirits Stanhope,1
White Claw Beach Chair - DEALER LOADER,,,Bask 46,1
White Claw Beach Chair - DEALER LOADER,,,101 Pub (A),1
White Claw Beach Chair - DEALER LOADER,,,The Greek's,1
White Claw Beach Chair - DEALER LOADER,,,Shoppers Disc(A)Pompton,1
White Claw Beach Chair - DEALER LOADER,,,Bottle King (A) Hillsdale,1
White Claw Beach Chair - DEALER LOADER,,,Grasshopper Too (A),1
White Claw Beach Chair - DEALER LOADER,,,Buy Rite Liquors Franklin,1
White Claw Beach Chair - DEALER LOADER,,,Feathers (A),1
White Claw Beach Chair - DEALER LOADER,,,Grasshopper Irish Pub (A),1
White Claw Beach Chair - DEALER LOADER,,,ShopRite Wines & Spirits of Franklin,1
White Claw Beach Chair - DEALER LOADER,,,Satin Dolls (A),1
White Claw Beach Wagon-Dealer Loader,,,Johnnie's Tavern,1
White Claw Beach Wagon-Dealer Loader,,,Burkes,1
White Claw Beach Wagon-Dealer Loader,,,Kohler Samples Taken 100%,1
White Claw Beach Wagon-Dealer Loader,,,Grasshopper Irish Pub (A),1
White Claw Illum Menu Board,,,Blue 42 Restaurant & Bar,1
White Claw Illum Menu Board,,,J & S Roadhouse,1
White Claw Illum Menu Board,,,The Lamp Post Inn,1
White Claw Illum Menu Board,,,Shoppers Disc(A)Pompton,4
White Claw Illum Menu Board,,,Blackjack Mulligans (Hawthorne),3
White Claw LED - LED,,,Patel Liqr & Gro(P),1
White Claw LED - LED,,,Nico's Wine & Spirits,1
White Claw LED - LED,,,Usa Wine Traders (Wanaque),1
White Claw LED - LED,,,Montville Wine & Spirits,1
White Claw LED - LED,,,Whoopee Liq (A),1
White Claw LED - LED,,,The George Inn,1
White Claw LED - LED,,,Krauszer Liquor,1
White Claw Rolling cooler - DEALER LOADER,,,Kohler Samples Taken 100%,1
White Claw Rolling cooler - DEALER LOADER,,,B & B Liquors (Fair Lawn),1
White Claw Rolling cooler - DEALER LOADER,,,Feathers (A),1
White Claw Rolling cooler - DEALER LOADER,,,Whistle Stop (P),1
White Claw Rolling cooler - DEALER LOADER,,,Moose Lodge 432,1
White Claw Rolling cooler - DEALER LOADER,,,Grasshopper Irish Pub (A),1
White Claw Rolling cooler - DEALER LOADER,,,Sedona Tap House,1
White Claw Rolling cooler - DEALER LOADER,,,Liquor Factory II Jefferson,1
White Claw Rolling cooler - DEALER LOADER,,,The Celtic Knot,1
White Claw Rolling cooler - DEALER LOADER,,,Glen Rock Ac Clb(P),1
White Claw Rolling cooler - DEALER LOADER,,,Usa Wine Traders Club (Bloomingdale),1
White Claw Rolling cooler - DEALER LOADER,,,Shoppers Disc(A)Pompton,1
White Claw Rolling cooler - DEALER LOADER,,,Fountain House (Z),1
White Claw Rolling cooler - DEALER LOADER,,,Super Saver Liq,1
White Claw Rolling cooler - DEALER LOADER,,,Rock Bar,1
White Claw Rolling cooler - DEALER LOADER,,,Bj's Warehouse E Rutherfo,1
White Claw Rolling cooler - DEALER LOADER,,,Usa Wine Traders Club (Saddle Brook),2
White Claw Small LED,,,Evolution Restaurant & Bar,1
White Claw Small LED,,,Blue 42 Restaurant & Bar,1
White Claw Small LED,,,Bottle King (A) Hillsdale,1
White Claw Small LED,,,Garden State Deli (A),1
White Claw Small LED,,,Duffy's Tavern (Z),1
White Claw Small LED,,,Shop Rite Of Wallington,1
White Claw Small LED,,,Wine Land,1
White Claw Small LED,,,Usa Wine Traders Club (Bloomingdale),1
White Claw Small LED,,,Usa Wine Traders Club (Saddle Brook),1
White Claw Small LED,,,THE BOTTLE SHOP,1
White Claw Small LED,,,Blackjack Mulligans (Hawthorne),3
White Claw Snowboard - DEALER LOADER,,,Mason Street Grille,1
White Claw Solo Stove - DEALER LOADER,,,Super Wine Warehse(P)Pate,1
White Claw Solo Stove - DEALER LOADER,,,Bottle King (A) Ramsey,1
White Claw Solo Stove - DEALER LOADER,,,Picatinney Golf(NAFIB4-22-A-0036),1
White Claw Solo Stove - DEALER LOADER,,,Uncorked Wines & Spirits (West Milford),1
White Claw Solo Stove - DEALER LOADER,,,Thatcher Mcghee's (A),1
White Claw Solo Stove - DEALER LOADER,,,Shop Rite Wine & Spirits Stanhope,1
White Claw Solo Stove - DEALER LOADER,,,Shoppers Disc(A)Pompton,1
White Claw Speaker Cooler,,,Glen Rock Ac Clb(P),1
Yuengling 16oz Shaker - Glasses,,,Flatbrook Tap House (P),1
Yuengling 16oz Shaker - Glasses,,,Sunset Pub & Grill(Z),4
Yuengling 16oz Shaker - Glasses,,,Irish Cottage Inn,2
Yuengling 16oz Shaker - Glasses,,,Daily Planet (A),2
Yuengling 16oz Shaker - Glasses,,,Sharky's West (P),1
Yuengling 16oz Shaker - Glasses,,,Brady's Fox Hunt Inn,1
Yuengling 16oz Shaker - Glasses,,,Raeya's,1
Yuengling 16oz Shaker - Glasses,,,Layton Tavern,2
Yuengling 16oz Shaker - Glasses,,,Lidos Restaurant (P),1
Yuengling 16oz Shaker - Glasses,,,Bella Italio Rest.(P),1
Yuengling 16oz Shaker - Glasses,,,Lakeside Drive Tavern,1
Yuengling 16oz Shaker - Glasses,,,Macks American Bar/Grill,1
Yuengling 16oz Shaker - Glasses,,,Blu Ale House,2
Yuengling 16oz Shaker - Glasses,,,Mill Lane Tavern,1
Yuengling 16oz Shaker - Glasses,,,Mac Murphy,1
Yuengling 16oz Shaker - Glasses,,,Biddy O'malleys Pub (A),1
Yuengling 16oz Shaker - Glasses,,,Pavilion Lounge(Z),1
Yuengling 16oz Shaker - Glasses,,,Stew N Dolly's Place,1
Yuengling 16oz Shaker - Glasses,,,The Knoll Country Club & Catering,1
Yuengling 16oz Shaker - Glasses,,,Underdog Lounge(P),1
Yuengling 16oz Shaker - Glasses,,,Millers Ale House Rockawa,2
Yuengling 16oz Shaker - Glasses,,,101 Pub (A),2
Yuengling 16oz Shaker - Glasses,,,The Exchange,3
Yuengling 16oz Shaker - Glasses,,,Steel Wheel Tavern,3
Yuengling 16oz Shaker - Glasses,,,Reservoir Tavern(A),9
Yuengling 16oz Shaker - Glasses,,,Victor's Maywood Inn,2
Yuengling 16oz Shaker - Glasses,,,Grant Street Cafe (A),2
Yuengling 16oz Shaker - Glasses,,,Bask 46,2
Yuengling 16oz Shaker - Glasses,,,Elevengreen,2
Yuengling 16oz Shaker - Glasses,,,Old School Pub P),3
Yuengling 16oz Shaker - Glasses,,,Harrigan's Rest. (P),3
Yuengling 16oz Shaker - Glasses,,,The George Inn,2
Yuengling 16oz Shaker - Glasses,,,The Side Door (P),2
Yuengling 16oz Shaker - Glasses,,,Columbia Inn,3
Yuengling 16oz Shaker - Glasses,,,Patricks Pub (P),2
Yuengling Flight 16oz Shaker - Glasses,,,101 Pub (A),1
Yuengling Flight Kanga Cooler,,,Lincoln Park Fine Wines & Spirits,1
Yuengling Flight Kanga Cooler,,,Uncorked Wines & Spirits (West Milford),1
Yuengling Flight Kanga Cooler,,,Johnnie's Tavern,1
Yuengling Flight Kanga Cooler,,,Chabons Ii Liq/Bar (A),1
Yuengling Flight Kanga Cooler,,,The Greek's,1
Yuengling Flight Kanga Cooler,,,Blarney Station,1
Yuengling Flight Kanga Cooler,,,Fountain House (Z),1
Yuengling Flight Kanga Cooler,,,Brick & Brew,1
Yuengling Flight Kanga Cooler,,,Elks Post 782 (Z),1
Yuengling Flight Kanga Cooler,,,Satin Dolls (A),1
Yuengling Flight Kanga Cooler,,,Wharton Liquor Store,1
Yuengling Flight Kanga Cooler,,,Kohler Samples Taken 100%,5
Yuengling Flight Lake LED,,,Jimmy Geez(North)Bar/Gril,1
Yuengling Flight Lake LED,,,Texas Roadhouse,1
Yuengling Flight Lake LED,,,Usa Wine Traders Club (Bloomingdale),1
Yuengling Flight Lake LED,,,Karls Stumble Inn,1
Yuengling Flight Lake LED,,,Knotty Pine Pub (P),1
Yuengling Flight Lake LED,,,Shoppers Disc(A)Pompton,1
Yuengling Flight LED,,,Evolution Restaurant & Bar,1
Yuengling Lager Glass LED,,,Quick Check Liquor (A),1
Yuengling Lager Glass LED,,,Satin Dolls (A),1
Yuengling Lager Glass LED,,,Iron Horse,1
Yuengling Stars ad Stripes 16oz Shaker,,,Tommy Fox's Pub Hse(P),1
Yuengling Stars ad Stripes 16oz Shaker,,,The Newton Theatre,1
Yuengling Stars ad Stripes 16oz Shaker,,,Karls Stumble Inn,2
Yuengling Stars ad Stripes 16oz Shaker,,,Celtic Crossings,1
Yuengling Stars ad Stripes 16oz Shaker,,,Peppercorn's,1
Yuengling Stars ad Stripes 16oz Shaker,,,Vasa Park,2
Yuengling Stars ad Stripes 16oz Shaker,,,Mac Murphy,3
Yuengling Stars ad Stripes 16oz Shaker,,,Sharky's Wings(P),2
Yuengling Stars ad Stripes 16oz Shaker,,,Mc Q's Pub (P),1
Yuengling Stars ad Stripes 16oz Shaker,,,Applebee's Grill(A)Newton,1
Yuengling Stars ad Stripes 16oz Shaker,,,Vfw 7165 (P),1
Yuengling Stars ad Stripes 16oz Shaker,,,Tavern 5_2,1
Yuengling Stars ad Stripes 16oz Shaker,,,Emerald Corner (Z),2
Yuengling Stars ad Stripes 16oz Shaker,,,Knotty Pine Pub (P),1
Yuengling Stars ad Stripes 16oz Shaker,,,Fountain House (Z),1
Yuengling Stars ad Stripes 16oz Shaker,,,Daily Planet (A),2
Yuengling Stars ad Stripes 16oz Shaker,,,Bardis (P),2
Yuengling Stars ad Stripes 16oz Shaker,,,Sheridan Lodge (P),2
Yuengling Stars ad Stripes 16oz Shaker,,,Charley's Tavern,4
Yuengling Stars ad Stripes 16oz Shaker,,,Reservoir Tavern(A),2
Yuengling Tradtional Neon - NEON,,,Wine Land,1
Yuengling Tradtional Neon - NEON,,,Ringwood W&L,1
Yuengling Tradtional Neon - NEON,,,The Lamp Post Inn,1
Yuengling Tradtional Neon - NEON,,,Bottle Republic (Rutherford),1
Yuengling Tradtional Neon - NEON,,,Fountain House (Z),1
Yuengling Tradtional Neon - NEON,,,Johnnie's Tavern,1
Yuengling Tradtional Neon - NEON,,,Luigi's Liquor (A),2
Yuengling Tradtional Neon - NEON,,,Meloi Liquors,1
Yuengling Tradtional Neon - NEON,,,Mckenna's Pub (P),1
Yuengling Tradtional Neon - NEON,,,Bottle King (A) Hillsdale,2
