Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,County,City,Area,Premise,Buyer Count   2026,Cases   2026
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,Bergen,Bergen,Saddle Brook,Bergen,Off Premise,1.00,16492.50
Chris Payton,76012,Excelsior (Z),190 Rte 46,Bergen,Bergen,Saddle Brook,Bergen,On Premise,1.00,68.00
Chris Payton,76014,Que Pasta (A),326 Market St,Bergen,Bergen,Saddle Brook,Bergen,On Premise,1.00,95.00
Chris Payton,76015,Discount Liq & Bar,606 Midland Ave,Bergen,Bergen,Saddle Brook,Bergen,Off Premise,1.00,4261.00
Chris Payton,76018,Krauszer Liquor,216 Midland Ave,Bergen,Bergen,Saddle Brook,Bergen,Off Premise,1.00,4169.67
Chris Payton,78011,Nanni's (A),53 W Passaic St,Bergen,Bergen,Rochelle Park,Bergen,On Premise,1.00,55.00
Chris Payton,78013,J R W & Liq (A),332 Rochelle Ave,Bergen,Bergen,Rochelle Park,Bergen,Off Premise,1.00,2738.58
Chris Payton,79002,Hollywd Liq&Deli (A),40 W Pleasant Ave,Bergen,Bergen,Maywood,Bergen,Off Premise,1.00,2897.67
Chris Payton,79004,Coronet Variety,138 West Pleasant Ave,Bergen,Bergen,Maywood,Bergen,Off Premise,1.00,2259.00
Chris Payton,79005,Maywood Wine&Liq (A),117 E Passaic St,Bergen,Bergen,Maywood,Bergen,Off Premise,1.00,3204.00
Chris Payton,79007,Maywood Market(A),78 W Pleasant Avenue,Bergen,Bergen,Maywood,Bergen,Off Premise,1.00,1324.00
Chris Payton,80010,Suburban Diner,172 Route 17 N,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,41.00
Chris Payton,80023,Red Lobster Paramus,211 Rt 17,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,76.00
Chris Payton,80025,Paramus Food Center,548 Paramus Rd,Bergen,Bergen,Paramus,Bergen,Off Premise,1.00,2058.00
Chris Payton,80027,Ridgewood Country Club,96 W Midland Ave,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,653.17
Chris Payton,80028,El Cid,205 Paramus Rd,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,203.00
Chris Payton,80029,Seoul Galbi,123 Paramus Rd,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,358.00
Chris Payton,80035,Arcola Country C.,24 Paramus Rd,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,290.50
Chris Payton,80053,Paramus Courtyard,320 Rte 17 No,Bergen,Bergen,Paramus,Bergen,On Premise,1.00,62.00
Chris Payton,81001,B & B Liquors (Fair Lawn),13-05 River Road,Bergen,Bergen,Fair Lawn,Bergen,Off Premise,1.00,4265.00
Chris Payton,81010,Morlot W & L (A),22-10 Morlot Ave,Bergen,Bergen,Fair Lawn,Bergen,Off Premise,1.00,1649.00
Chris Payton,81011,Radburn Liquors (A,14-35 Plaza Rd,Bergen,Bergen,Fair Lawn,Bergen,Off Premise,1.00,2529.00
Chris Payton,81012,Dutch House,24-07 Fair Lawn Ave,Bergen,Bergen,Fair Lawn,Bergen,On Premise,1.00,403.00
Chris Payton,81017,JJ's Pub,25-01 Broadway,Bergen,Bergen,Fair Lawn,Bergen,On Premise,1.00,751.00
Chris Payton,81018,B R C Catering (P),24-20 Broadway,Bergen,Bergen,Fair Lawn,Bergen,On Premise,1.00,247.00
Chris Payton,81031,Rail Yard Tavern (P),14-26 Plaza Rd,Bergen,Bergen,Fair Lawn,Bergen,On Premise,1.00,-8.00
Chris Politano,31037,Delaware North Met Life Stadium,102 Route 120,Bergen,Bergen,East Rutherford,Bergen,On Premise,1.00,10761.00
Dan Lagala,201096,Whole Foods #10102 (Edgewater),905 River Rd,Bergen,Bergen,Edgewater,Bergen,Off Premise,1.00,718.00
Dan Lagala,43002,Checo Supermarket,210 Anderson Ave,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,4195.00
Dan Lagala,43004,Boulevard Liq.(Fairview),153 Bergen Blvd,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,10122.00
Dan Lagala,43005,Rome Liquors (Fairview),174 Anderson Ave,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,10396.67
Dan Lagala,43006,Fairview Liq & Groc.(A),36 Anderson Avenue,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,10173.00
Dan Lagala,43007,American Classic Liq,157 Anderson Ave,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,4782.00
Dan Lagala,43013,Buy Rite Of Fairview,201 Broad Ave,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,19436.00
Dan Lagala,43015,Kikos Liquors Ii,321 Anderson Ave,Bergen,Bergen,Fairview,Bergen,Off Premise,1.00,7101.00
Dan Lagala,43019,Cast Iron Pot (A),356 Bergen Blvd,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,186.00
Dan Lagala,43022,C & C Bar Factory,560 Fairview Ave,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,77.30
Dan Lagala,43029,El Tio Taco Ii,332 Bergen Blvd,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,12524.32
Dan Lagala,43031,La Fortuna (P),430 Kamena St,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,300.00
Dan Lagala,43032,El Caporal Mexican Food,341 Anderson Ave,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,469.00
Dan Lagala,44002,Wine And Food Mart (Z),589 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,2144.00
Dan Lagala,44005,Winston Wine & Liq,659 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,10303.35
Dan Lagala,44006,Garden St. Wine & Liquor,461 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,89184.58
Dan Lagala,44008,GOGIYA,606 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,25.00
Dan Lagala,44010,Garden State Food&Liq (P),666 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,5339.00
Dan Lagala,44012,690 Park,690 Anderson Avenue,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,3509.00
Dan Lagala,44014,Campbell's Wines & Liquor,730 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,183.00
Dan Lagala,44016,Liquor City(A)Cliffside,494 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,11521.00
Dan Lagala,44017,Frankie's Gastro,651 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,2140.00
Dan Lagala,44025,Rudys (A),591 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,468.00
Dan Lagala,44027,354 Steakhouse (A),354 Lawton Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,201.00
Dan Lagala,44028,512 Bar,512 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,219.00
Dan Lagala,44031,Viva La Margarita Cliffside Park,790 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,146.00
Dan Lagala,44033,Brass Rail Pub_2,339 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,236.00
Dan Lagala,44035,O'Malleys Pub LLC DBA Blackbird Pub,658 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,413.00
Dan Lagala,44038,Palisadium Club,700 Palisadium Drive,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,20.00
Dan Lagala,44039,Villa Amalfi,793 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,43.00
Dan Lagala,44040,Stop N Go Conven. (P),81 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,7595.00
Dan Lagala,44044,Sonsonate Rest(P),100 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,937.00
Dan Lagala,44047,Sedona Tap House,679 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,323.00
Dan Lagala,44048,Clubhouse Cafe (P),661 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,784.00
Dan Lagala,44049,Rome Liquor (Cliffside Park),743 Anderson Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,4176.00
Dan Lagala,44052,Minit Mart_2,237 Palisade Ave,Bergen,Bergen,Cliffside Park,Bergen,Off Premise,1.00,2974.00
Dan Lagala,45002,JC&D Best Wine & Liquor,321 Broad Ave,Bergen,Bergen,Ridgefield,Bergen,Off Premise,1.00,3289.00
Dan Lagala,45004,Ridgefield Liq (Z),520 Shaler Blvd,Bergen,Bergen,Ridgefield,Bergen,Off Premise,1.00,3338.33
Dan Lagala,45015,Tivoli Restaurant,533 Shaler Blvd,Bergen,Bergen,Ridgefield,Bergen,On Premise,1.00,199.00
Dan Lagala,45018,Duri Pocha,441 Broad Ave,Bergen,Bergen,Ridgefield,Bergen,On Premise,1.00,47.00
Dan Lagala,46002,Best Choice Liqrs (P),23 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,2480.00
Dan Lagala,46003,Palisades Park Liq(P),100 E Columbia Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,3424.00
Dan Lagala,46006,Rock 21,400 Bergen Blvd,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,190.00
Dan Lagala,46008,Bella Wine & Liquor,331 Broad Ave.,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,30851.43
Dan Lagala,46009,Banner Delicatessen,400 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,77507.81
Dan Lagala,46010,So Noon Nan Jib,238 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,118.00
Dan Lagala,46011,Han Mi Supermkt (A),220 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,3089.00
Dan Lagala,46012,Jay Cee (P) Deli & Liq.,246 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,6022.00
Dan Lagala,46013,Boulevard Food Store,520a Bergen Blvd,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,2214.00
Dan Lagala,46014,Soosang Hand Pocha,239 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,186.00
Dan Lagala,46015,Mukeunji (Z),421 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,5854.00
Dan Lagala,46017,Mariachi (Roku) (Z),15 Grand Ave,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,135.00
Dan Lagala,46024,Anthony's Pharmacy,341 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,Off Premise,1.00,348.00
Dan Lagala,46027,Grand Wine Bar/Karaoke(Z),42 Broad Ave,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,183.00
Dan Lagala,46029,Hanam Daeji,445 Grand Ave,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,452.00
Dan Lagala,46030,Elks Post 2475 (Z),536 10th St,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,25.00
Dan Lagala,46031,Kang Ho Dong,329 Bergen Blvd,Bergen,Bergen,Palisades Park,Bergen,On Premise,1.00,80.00
Dan Lagala,48002,Manor Wine & Liquor,430 Broad Ave,Bergen,Bergen,Leonia,Bergen,Off Premise,1.00,2428.50
Dan Lagala,48005,Leonia Wine & Spirits,307 Broad Ave,Bergen,Bergen,Leonia,Bergen,Off Premise,1.00,709.00
Dan Lagala,48006,Andres Wine & Spirits,322 Broad Ave,Bergen,Bergen,Leonia,Bergen,Off Premise,1.00,1904.00
Dan Lagala,49012,365 BBQ,176 Main St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,28.00
Dan Lagala,49016,Ipic Theaters,2023 Hudson St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,260.00
Dan Lagala,49018,Jumong Restaurant,1550 Lemoine Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,206.00
Dan Lagala,49019,Bp Gas Station,1671 Bergen Blvd,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,2946.00
Dan Lagala,49024,Ventana's Restaurant,200 Park Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,163.00
Dan Lagala,49027,Linwood Wine-Linwood Plaza,102 Linwood Plaza,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,8416.83
Dan Lagala,49029,Obaltan,799 Abbott Blvd,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,49.00
Dan Lagala,49031,Top Shelf Liquors,2450 Lemoine Ave,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,1853.00
Dan Lagala,49032,Fairway Mkt & Gift(A),1214 Anderson Ave,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,1089.00
Dan Lagala,49033,Banner Liquor Iii,1175 Palisade Avenue,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,5145.00
Dan Lagala,49034,In Napoli (A),116 Main St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,313.00
Dan Lagala,49035,Gulf Express Fort Lee,1651 Bergen Blvd,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,2048.00
Dan Lagala,49036,Junction Liquors,266 Columbia Ave,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,495.00
Dan Lagala,49041,WOOGA,1296 Palisade Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,30.00
Dan Lagala,49044,Linwood Wine-Hudson Light,675 Park Ave,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,5393.00
Dan Lagala,49045,Liquor World,1475 Bergen Blvd,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,12473.00
Dan Lagala,49048,River Palm (A),1416 River Rd,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,195.00
Dan Lagala,49050,Bada Story (Z),799 Abbott Blvd,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,56.00
Dan Lagala,49053,Soho (Z),2027 Lemoine Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,28.00
Dan Lagala,49055,Edgewater Liquor (A),547 River Road,Bergen,Bergen,Edgewater,Bergen,Off Premise,1.00,29281.88
Dan Lagala,49056,Hmart Fresh (P),1379 16th Street,Bergen,Bergen,Fort Lee,Bergen,Off Premise,1.00,1060.00
Dan Lagala,49057,Gammeeok,485 Main St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,30.00
Dan Lagala,49061,Double Tree Hotel Ft Lee,2117 Route 4 E,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,158.00
Dan Lagala,49065,Haven Rest/Bar (A),2 Main St,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,271.00
Dan Lagala,49066,Mitsuwa Market (A),595 River Rd,Bergen,Bergen,Edgewater,Bergen,Off Premise,1.00,2301.00
Dan Lagala,49069,Pho 32,1645 Lemoine Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,47.00
Dan Lagala,49071,Chillers Grill (A),2191 Fletcher Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,46.00
Dan Lagala,49072,JJ Dak,144 Main St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,137.00
Dan Lagala,49074,Dong Bang Grill,1616 Palisade Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,60.00
Dan Lagala,49076,Raku Izakaya (Z),209 Main Street,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,223.00
Dan Lagala,49083,Courtyard By Marriott Edgewater,3 Pembroke Rd,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,100.00
Dan Lagala,49090,Homewood Suites Edgewater,10 The Promenade,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,142.00
Dan Lagala,53001,Brownstone Pancake Factor,717 E Palisade Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,79.00
Dan Lagala,53002,Mr Bbq,150 Sylvan Way,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,48.00
Dan Lagala,53004,Lefkes Restaurant,495 Sylvan Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,311.00
Dan Lagala,53005,Cliffs Steakhouse(A),18 Sylvan Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,32.00
Dan Lagala,53007,Giovanni's Bicycle Club,487 Sylvan Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,80.00
Dan Lagala,54006,Tenafly Fine Wine & Spirits,14 Riveredge Rd,Bergen,Bergen,Tenafly,Bergen,Off Premise,1.00,4589.33
Dan Lagala,54007,Wine Ventures,7 Washington St,Bergen,Bergen,Tenafly,Bergen,Off Premise,1.00,1639.00
Dave Ehlers,14007,Total Wine & More (Totowa),465 US Highway 46,Passaic,Passaic,Totowa,Passaic,Off Premise,1.00,74064.00
Dave Ehlers,39012,Wine And Liq Depot(A),310 Huyler St,Bergen,Bergen,South Hackensac,Bergen,Off Premise,1.00,16879.00
Dave Ehlers,40001,Bottle & Cork,380 W Pleasantview Ave,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,7562.33
Dave Ehlers,40004,Simple Simon's (Z),337 Essex St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,7858.00
Dave Ehlers,40010,Hackensack Liquors,500 South River St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,15898.00
Dave Ehlers,40017,Essex St Liquor and Wine,214 Essex St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,6703.00
Dave Ehlers,40022,Buy Rite Of Hackensack,410 River St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,22991.83
Dave Ehlers,40037,Parisi Deli,89 S State St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,192.00
Dave Ehlers,41005,George's Liq,130 Anderson St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,6635.00
Dave Ehlers,41012,Deli Mart (A),789 Main St,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,6098.00
Dave Ehlers,41015,99 Ranch Market,450 Hackensack Ave,Bergen,Bergen,Hackensack,Bergen,Off Premise,1.00,1091.00
Dave Ehlers,50013,Wine & More (P),953 Teaneck Rd,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,14581.04
Dave Ehlers,51004,Fill Er Up Kosher Wine(P),174 West Englewood Ave,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,698.00
Dave Ehlers,51008,H & R Disc. Liq (P),1350-1352 Teaneck Rd,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,6168.00
Dave Ehlers,51012,Teaneck Liquors,1531 Teaneck Rd,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,1593.00
Dave Ehlers,51013,G & G Liquors & Bar,1435 Teaneck Rd,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,5370.00
Dave Ehlers,51018,Teaneck Discount Liquor,764 New Bridge Road,Bergen,Bergen,Teaneck,Bergen,Off Premise,1.00,2846.17
Dave Ehlers,52004,Grand Liquor & Delicatesen,124 Grand Ave.,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,785.00
Dave Ehlers,52008,Englewood Liq (A),42 E Palisade Ave,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,1537.00
Dave Ehlers,52011,Englewood Wine (A),1 Engle St,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,27.50
Dave Ehlers,52013,Lulu Lounge,63 Nathaniel Pl,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,67.00
Dave Ehlers,52015,Shop Rite Liq (A)Englewd,53 Nathaniel Pl,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,28132.00
Dave Ehlers,52019,W E Beverage (A),91 W Palisade Ave,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,8230.00
Dave Ehlers,52025,Englewood Wine and Spirits,481 N Dean St,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,3375.00
Dave Ehlers,52029,Santa Barbara,79 Slocum Ave,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,575.00
Dave Ehlers,56007,Portland Wine & Liquor,22 Portland Ave,Bergen,Bergen,Bergenfield,Bergen,Off Premise,1.00,17216.00
Dave Ehlers,56008,Bergenfield Liq & Fw,5 S Washington Ave,Bergen,Bergen,Bergenfield,Bergen,Off Premise,1.00,13371.33
Dave Ehlers,56013,Time Lounge And Liq (A),487-489 S Washington Ave,Bergen,Bergen,Bergenfield,Bergen,Off Premise,1.00,8184.00
Dave Ehlers,57001,Barrel & Brew Bar & Liq,868-872 River Rd,Bergen,Bergen,New Milford,Bergen,Off Premise,1.00,20580.20
Dave Ehlers,57003,Joes Beer Wine & Spirits,710 River Rd,Bergen,Bergen,New Milford,Bergen,Off Premise,1.00,5105.33
Dave Ehlers,57006,New Milford Liquors,401 River Rd,Bergen,Bergen,New Milford,Bergen,Off Premise,1.00,3159.00
Dave Ehlers,58001,Total Wine & More (River Edge),1001 Main St,Bergen,Bergen,River Edge,Bergen,Off Premise,1.00,71785.00
Dave Ehlers,58002,River Edge Wine & Liquor,504 Kinderkamack Rd,Bergen,Bergen,River Edge,Bergen,Off Premise,1.00,2520.00
Dave Ehlers,58004,Country Wine & Liquors,842 Kinderkamack Rd,Bergen,Bergen,River Edge,Bergen,Off Premise,1.00,1711.95
Default,1001,Watershed Pub & Deli (P),62 Old Route 23,Passaic,Passaic,Newfoundland,Passaic,Off Premise,1.00,0.00
Default,120002,PICNIC,150 Wagaraw Road,Passaic,Passaic,Hawthorne,Passaic,Off Premise,1.00,937.00
Default,12089,FRANKFORD FD / NJ STATE FAIR,34 PLAINS ROAD,Passaic,Sussex,Augusta,Passaic,Off Premise,1.00,825.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,171 Browertown Rd,Passaic,Passaic,Little Falls,Passaic,Off Premise,1.00,28486.00
Derrick Laws,15008,Westmount Country Club,728 Rifle Camp Road,Passaic,Passaic,Woodland Park,Passaic,On Premise,1.00,317.00
Derrick Laws,15012,Pal's Liquor,241 Union Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,11623.00
Derrick Laws,15013,El Oasis,450 Union Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,9646.00
Derrick Laws,15020,Angel's Wine & Liquors,78 North 6th St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,4072.00
Derrick Laws,15023,Santana's Sport(P)Bella,215 Market St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,10374.75
Derrick Laws,15037,Liquor Gallery (Paterson),459 Mcbride Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7175.50
Derrick Laws,15069,Mexico Bar & Grill,246 Mcbride Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,2316.60
Derrick Laws,17002,Hillcrest Liqrs (A),168 Union Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5335.00
Derrick Laws,20005,La Sorpresa Liq (P),115 4th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,11157.00
Derrick Laws,20025,Mercer Bar & Liquors,73 Mercer St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7419.00
Derrick Laws,20027,230 Liq & Groc.(A),230 Rosa Parks Blvd,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,9584.00
Derrick Laws,20028,Integrity Masonic,224 Broadway,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,2135.50
Derrick Laws,20030,10th Ave Liq & Food (P),350 10th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7024.00
Derrick Laws,20037,The Point Liquor & Bar,620 Main Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,21665.53
Derrick Laws,20038,Patsy's (A) Tavern,72 7th Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,101.00
Derrick Laws,20040,Hiciano Liquor Store,71 73 Park Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,6874.00
Derrick Laws,20041,Yaremy Liquors,29 Park Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,3753.25
Derrick Laws,20048,Downtown Cafe (P),29 Church St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,370.00
Derrick Laws,20058,Krystal Bar(P) & Liqs.,123 Highland St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,5621.00
Derrick Laws,20060,Moya E.Bar&Liq.(Z),428 East 18th St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5669.50
Derrick Laws,20066,J & B Bar & Liq (Z),468 Broadway,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,4243.00
Derrick Laws,20075,Griselda Rest.(A),81 Market Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,90.00
Derrick Laws,20079,Limestone Liquors (A),349 Union Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,11133.00
Derrick Laws,20080,Raphael & Angel Liq (A),390 Main St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,9958.00
Derrick Laws,20089,Carlitto's Bar(P),402 Main Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,2766.15
Derrick Laws,20126,Scheps Discount Bar/Liq,152 23rd Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,169480.89
Derrick Laws,20127,Brothers A&C Pizza (P),343 21st Avenue,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1334.00
Derrick Laws,20129,Main Discount (P) Liqs.,1137 Main St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,235.00
Derrick Laws,20131,El Fogon Rest,475 Union Avenue,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,3657.00
Derrick Laws,21001,Rocky's Liquor Store,48-50 Third Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,3658.00
Derrick Laws,21012,Elks Ldge 333 (Z) Pater.,272 Ellison St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1489.40
Derrick Laws,21031,Broadway Liq (A),732 Broadway,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,6375.50
