Sales Rep Assigned,Brand Family,Customer Num,Customer Name,Date,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Cases   5/1/2026 - 7/31/2026,Cases   8/1/2026 - 8/31/2026
Nick Melissari,Peroni,31039,Yard House 8390,5/4/2026,1.00,,0.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),5/4/2026,1.00,,0.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,5/4/2026,1.00,,0.00,
Allison Scott,Coors,24019,Sharky's Wings(P),5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),5/4/2026,1.00,,0.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,93005,Mason Jar Restaurant,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,29035,Marty Gra's (A),5/4/2026,1.00,,0.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,37034,Blackjack Mulligans(P) (Garfield),5/4/2026,1.00,,0.00,
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,28008,Tavern On Ridge,5/4/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,59001,ORA,5/4/2026,1.00,,0.00,
Allison Scott,Coors,25056,Emerald Corner (Z),5/4/2026,1.00,,1.00,
Nick Melissari,Peroni,93008,Nonna's Pizza,5/4/2026,1.00,,1.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,5/4/2026,1.00,,0.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,5/4/2026,1.00,,0.00,
Allison Scott,Peroni,24026,Rock Bar,5/4/2026,1.00,,1.00,
Nick Melissari,Peroni,89002,Allendale Bar & Grill,5/4/2026,1.00,,0.00,
Allison Scott,Peroni,19005,Celtic Corner,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),5/4/2026,1.00,,0.00,
Allison Scott,Peroni,15074,Bask 46,5/4/2026,1.00,,0.00,
Brian Sengebush,Peroni,231719,Layton Tavern,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,29030,City Lounge (P),5/4/2026,1.00,,0.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,5/4/2026,1.00,,0.00,
Allison Scott,Peroni,24019,Sharky's Wings(P),5/4/2026,1.00,,0.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,38020,Lodi Lanes (A),5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,56009,Tommy Fox's Pub Hse(P),5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,31028,The Union Bar & Provisions,5/4/2026,1.00,,0.00,
Robin Feldman,Peroni,31022,Candlewick,5/4/2026,1.00,,1.00,
Anthony Palmisano,Peroni,230925,Springs Bistro Biosphere,5/4/2026,1.00,,0.00,
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,34002,Heights Bar (P),5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,88002,Nellie's Place (P),5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,54001,Tenafly Pizza (Z),5/4/2026,1.00,,2.00,
Nick Melissari,Peroni,80007,The Orange Lantern,5/4/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,61004,Andiamo,5/4/2026,1.00,,0.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),5/4/2026,1.00,,0.00,
Anthony Palmisano,Peroni,231213,The Kites (P),5/1/2026,1.00,,1.00,
Allison Scott,Peroni,24056,Jaime's (A),5/1/2026,1.00,,3.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),5/1/2026,1.00,,-1.00,
Derrick Laws,Coors,20058,Krystal Bar(P) & Liqs.,5/1/2026,1.00,,10.00,
Allison Scott,Peroni,13015,Rare The Steakhouse (Z),5/1/2026,1.00,,1.00,
Nick Melissari,Peroni,37063,Jojo's Bar & Grill,5/1/2026,1.00,,1.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),5/1/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81027,RP Prime Steakhouse,5/1/2026,1.00,,3.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),5/1/2026,1.00,,1.00,
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),5/1/2026,1.00,,1.00,
Allison Scott,Peroni,23001,Bogey's Sport Bar,5/1/2026,1.00,,1.00,
Anthony Palmisano,Coors,1214,Whiskey Wolf Tavern (P),5/1/2026,1.00,,6.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),5/1/2026,1.00,,1.00,
Nick Melissari,Peroni,31030,Al-Di-La' (P),5/1/2026,1.00,,4.00,
Chris Payton,Peroni,81018,B R C Catering (P),5/1/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,74021,Bar Mutz,5/1/2026,1.00,,8.00,
Paul Mclaughlin,Peroni,69005,Let's Meat Steakhouse,5/1/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,57004,River & Henley,5/1/2026,1.00,,1.00,
Robin Feldman,Peroni,34006,Bensi (P) (Shoprite Plza),5/1/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,73002,The Cornerstone (P),5/1/2026,2.00,,3.00,
Paul Mclaughlin,Peroni,52003,Cassies (A),5/1/2026,1.00,,1.00,
Allison Scott,Peroni,13003,Maggie's Town Tav.(P),5/1/2026,2.00,,2.00,
Allison Scott,Peroni,25009,Spuntino Wine Bar/Italian,5/1/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,5/1/2026,1.00,,1.00,
Chris Payton,Peroni,78011,Nanni's (A),5/1/2026,1.00,,6.00,
Allison Scott,Peroni,12008,North Jersey C C,5/1/2026,2.00,,3.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,5/1/2026,1.00,,1.00,
Nick Melissari,Peroni,40024,Maggiano's Little(A)Italy,5/1/2026,1.00,,3.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,5/1/2026,1.00,,1.00,
Robin Feldman,Coors,1026,American Legion Post 289 (A) West Milford,5/1/2026,1.00,,3.00,
Dan Lagala,Peroni,49048,River Palm (A),5/1/2026,1.00,,2.00,
Dan Lagala,Peroni,53007,Giovanni's Bicycle Club,5/1/2026,1.00,,5.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),5/1/2026,1.00,,2.00,
Allison Scott,Coors,14003,Murph's Bar & Liquor,5/1/2026,1.00,,2.00,
Nick Melissari,Peroni,94013,Portobello Feasts,5/1/2026,1.00,,1.00,
